validTimeUtc,globalHorizontalIrradiance,pressureMeanSeaLevel,temperature,uvIndex
2023-06-29T07:00:00+0000,0.0,29.91,59.1,0
2023-06-29T08:00:00+0000,0.0,29.9,59.1,0
2023-06-29T09:00:00+0000,0.0,29.91,60.0,0
2023-06-29T10:00:00+0000,0.0,29.91,60.4,0
2023-06-29T11:00:00+0000,0.0,29.91,60.4,0
2023-06-29T12:00:00+0000,0.0,29.92,59.8,0
2023-06-29T13:00:00+0000,0.8,29.93,60.2,0
2023-06-29T14:00:00+0000,59.0,29.94,61.1,0
2023-06-29T15:00:00+0000,197.5,29.95,62.0,1
2023-06-29T16:00:00+0000,402.2,29.96,64.0,3
2023-06-29T17:00:00+0000,630.7,29.95,66.5,7
2023-06-29T18:00:00+0000,801.1,29.94,68.5,9
2023-06-29T19:00:00+0000,949.0,29.93,69.5,10
2023-06-29T20:00:00+0000,993.4,29.91,70.1,11
2023-06-29T21:00:00+0000,982.1,29.9,70.3,9
2023-06-29T22:00:00+0000,916.2,29.88,70.4,7
2023-06-29T23:00:00+0000,792.2,29.88,69.7,4
2023-06-30T00:00:00+0000,616.0,29.88,68.6,2
2023-06-30T01:00:00+0000,426.6,29.88,67.2,1
2023-06-30T02:00:00+0000,219.5,29.89,65.4,0
2023-06-30T03:00:00+0000,15.4,29.9,63.2,0
2023-06-30T04:00:00+0000,0.0,29.91,62.5,0
2023-06-30T05:00:00+0000,0.0,29.91,61.3,0
2023-06-30T06:00:00+0000,0.0,29.92,61.3,0
2023-06-30T07:00:00+0000,0.0,29.92,61.3,0
2023-06-30T08:00:00+0000,0.0,29.92,60.7,0
2023-06-30T09:00:00+0000,0.0,29.92,61.6,0
2023-06-30T10:00:00+0000,0.0,29.91,62.0,0
2023-06-30T11:00:00+0000,0.0,29.91,62.0,0
2023-06-30T12:00:00+0000,0.0,29.91,62.2,0
2023-06-30T13:00:00+0000,0.6,29.92,62.3,0
2023-06-30T14:00:00+0000,51.5,29.92,63.1,0
2023-06-30T15:00:00+0000,166.9,29.93,63.8,1
2023-06-30T16:00:00+0000,328.0,29.94,65.8,3
2023-06-30T17:00:00+0000,567.5,29.92,68.8,7
2023-06-30T18:00:00+0000,745.1,29.91,70.4,9
2023-06-30T19:00:00+0000,921.5,29.89,71.5,10
2023-06-30T20:00:00+0000,971.9,29.88,72.1,11
2023-06-30T21:00:00+0000,955.1,29.87,71.5,9
2023-06-30T22:00:00+0000,886.7,29.86,71.9,7
2023-06-30T23:00:00+0000,780.7,29.85,71.5,4
2023-07-01T00:00:00+0000,602.6,29.85,70.1,2
2023-07-01T01:00:00+0000,405.9,29.85,68.6,1
2023-07-01T02:00:00+0000,212.0,29.86,66.3,0
2023-07-01T03:00:00+0000,14.0,29.88,63.8,0
2023-07-01T04:00:00+0000,0.0,29.9,62.7,0
2023-07-01T05:00:00+0000,0.0,29.91,62.9,0
2023-07-01T06:00:00+0000,0.0,29.92,62.5,0
2023-07-01T07:00:00+0000,0.0,29.91,62.5,0
2023-07-01T08:00:00+0000,0.0,29.9,62.5,0
2023-07-01T09:00:00+0000,0.0,29.89,62.5,0
2023-07-01T10:00:00+0000,0.0,29.88,62.5,0
2023-07-01T11:00:00+0000,0.0,29.86,62.5,0
2023-07-01T12:00:00+0000,0.0,29.88,62.5,0
2023-07-01T13:00:00+0000,0.7,29.89,62.7,0
2023-07-01T14:00:00+0000,49.1,29.9,62.9,0
2023-07-01T15:00:00+0000,162.1,29.91,64.5,1
2023-07-01T16:00:00+0000,317.6,29.91,67.4,4
2023-07-01T17:00:00+0000,511.9,29.91,69.7,7
2023-07-01T18:00:00+0000,728.0,29.92,70.6,9
2023-07-01T19:00:00+0000,852.9,29.92,69.9,11
2023-07-01T20:00:00+0000,922.5,29.93,69.7,11
2023-07-01T21:00:00+0000,913.0,29.92,70.4,10
2023-07-01T22:00:00+0000,844.8,29.91,71.3,7
2023-07-01T23:00:00+0000,723.0,29.91,70.3,4
2023-07-02T00:00:00+0000,562.1,29.9,70.6,2
2023-07-02T01:00:00+0000,395.5,29.9,68.5,1
2023-07-02T02:00:00+0000,205.5,29.91,65.6,0
2023-07-02T03:00:00+0000,13.3,29.92,63.4,0
2023-07-02T04:00:00+0000,0.0,29.93,63.8,0
2023-07-02T05:00:00+0000,0.0,29.94,63.8,0
2023-07-02T06:00:00+0000,0.0,29.93,63.8,0
2023-07-02T07:00:00+0000,0.0,29.92,64.0,0
2023-07-02T08:00:00+0000,0.0,29.91,64.0,0
2023-07-02T09:00:00+0000,0.0,29.9,63.6,0
2023-07-02T10:00:00+0000,0.0,29.88,62.9,0
2023-07-02T11:00:00+0000,0.0,29.88,62.3,0
2023-07-02T12:00:00+0000,0.0,29.88,62.0,0
2023-07-02T13:00:00+0000,0.7,29.89,61.6,0
2023-07-02T14:00:00+0000,61.9,29.91,63.4,0
2023-07-02T15:00:00+0000,190.5,29.92,64.0,1
2023-07-02T16:00:00+0000,374.1,29.93,64.1,3
2023-07-02T17:00:00+0000,537.9,29.92,67.7,5
2023-07-02T18:00:00+0000,702.3,29.92,72.2,9
2023-07-02T19:00:00+0000,858.8,29.92,72.4,11
2023-07-02T20:00:00+0000,935.6,29.91,73.0,11
2023-07-02T21:00:00+0000,929.5,29.9,73.0,10
2023-07-02T22:00:00+0000,862.3,29.89,72.1,7
2023-07-02T23:00:00+0000,738.8,29.9,71.3,4
2023-07-03T00:00:00+0000,585.3,29.89,69.7,2
2023-07-03T01:00:00+0000,389.0,29.88,68.3,1
2023-07-03T02:00:00+0000,196.2,29.88,66.1,0
2023-07-03T03:00:00+0000,15.1,29.89,64.1,0
2023-07-03T04:00:00+0000,0.0,29.9,63.1,0
2023-07-03T05:00:00+0000,0.0,29.91,62.5,0
2023-07-03T06:00:00+0000,0.0,29.92,62.5,0
2023-07-03T07:00:00+0000,0.0,29.91,62.5,0
2023-07-03T08:00:00+0000,0.0,29.9,62.2,0
2023-07-03T09:00:00+0000,0.0,29.88,62.3,0
2023-07-03T10:00:00+0000,0.0,29.88,62.0,0
2023-07-03T11:00:00+0000,0.0,29.87,62.5,0
2023-07-03T12:00:00+0000,0.0,29.87,62.2,0
2023-07-03T13:00:00+0000,0.5,29.89,62.7,0
2023-07-03T14:00:00+0000,51.9,29.91,62.5,0
2023-07-03T15:00:00+0000,178.2,29.92,63.4,1
2023-07-03T16:00:00+0000,343.0,29.93,64.1,3
2023-07-03T17:00:00+0000,507.9,29.93,65.4,4
2023-07-03T18:00:00+0000,670.5,29.93,67.9,8
2023-07-03T19:00:00+0000,838.5,29.92,69.5,11
2023-07-03T20:00:00+0000,874.9,29.92,71.0,11
2023-07-03T21:00:00+0000,904.0,29.91,71.2,10
2023-07-03T22:00:00+0000,835.2,29.9,71.5,7
2023-07-03T23:00:00+0000,734.9,29.89,70.6,4
2023-07-04T00:00:00+0000,579.5,29.88,70.1,2
2023-07-04T01:00:00+0000,398.5,29.87,68.3,1
2023-07-04T02:00:00+0000,215.1,29.87,65.0,0
2023-07-04T03:00:00+0000,14.8,29.88,62.9,0
2023-07-04T04:00:00+0000,0.0,29.89,62.5,0
2023-07-04T05:00:00+0000,0.0,29.9,62.0,0
2023-07-04T06:00:00+0000,0.0,29.9,61.4,0
2023-07-04T07:00:00+0000,0.0,29.9,61.6,0
2023-07-04T08:00:00+0000,0.0,29.9,61.6,0
2023-07-04T09:00:00+0000,0.0,29.9,61.6,0
2023-07-04T10:00:00+0000,0.0,29.9,61.1,0
2023-07-04T11:00:00+0000,0.0,29.91,60.9,0
2023-07-04T12:00:00+0000,0.0,29.91,60.9,0
2023-07-04T13:00:00+0000,0.5,29.92,60.9,0
2023-07-04T14:00:00+0000,53.3,29.93,61.4,0
2023-07-04T15:00:00+0000,186.4,29.94,62.3,1
2023-07-04T16:00:00+0000,416.2,29.95,64.9,3
2023-07-04T17:00:00+0000,617.4,29.94,68.5,7
2023-07-04T18:00:00+0000,773.5,29.95,69.0,9
2023-07-04T19:00:00+0000,899.6,29.95,70.3,11
2023-07-04T20:00:00+0000,955.7,29.96,70.8,11
2023-07-04T21:00:00+0000,943.1,29.95,71.2,10
2023-07-04T22:00:00+0000,890.9,29.94,70.8,7
2023-07-04T23:00:00+0000,779.3,29.93,70.6,4
2023-07-05T00:00:00+0000,613.4,29.92,69.9,2
2023-07-05T01:00:00+0000,422.6,29.92,67.7,1
2023-07-05T02:00:00+0000,228.2,29.93,65.9,0
2023-07-05T03:00:00+0000,18.4,29.93,62.9,0
2023-07-05T04:00:00+0000,0.0,29.94,62.5,0
2023-07-05T05:00:00+0000,0.0,29.96,61.6,0
2023-07-05T06:00:00+0000,0.0,29.96,61.3,0
2023-07-05T07:00:00+0000,0.0,29.96,60.7,0
2023-07-05T08:00:00+0000,0.0,29.96,60.4,0
2023-07-05T09:00:00+0000,0.0,29.95,60.4,0
2023-07-05T10:00:00+0000,0.0,29.95,60.4,0
2023-07-05T11:00:00+0000,0.0,29.94,60.4,0
2023-07-05T12:00:00+0000,0.0,29.95,60.0,0
2023-07-05T13:00:00+0000,0.4,29.96,60.5,0
2023-07-05T14:00:00+0000,47.6,29.97,60.9,0
2023-07-05T15:00:00+0000,164.5,29.98,62.5,2
2023-07-05T16:00:00+0000,343.0,29.97,66.1,4
2023-07-05T17:00:00+0000,555.2,29.96,69.0,7
2023-07-05T18:00:00+0000,755.4,29.96,70.3,9
2023-07-05T19:00:00+0000,982.2,29.96,70.1,11
2023-07-05T20:00:00+0000,1019.6,29.95,71.5,11
2023-07-05T21:00:00+0000,1005.8,29.95,71.2,10
2023-07-05T22:00:00+0000,938.4,29.94,70.3,7
2023-07-05T23:00:00+0000,815.6,29.94,69.2,4
2023-07-06T00:00:00+0000,646.5,29.93,68.3,2
2023-07-06T01:00:00+0000,463.1,29.93,66.3,1
2023-07-06T02:00:00+0000,242.7,29.93,64.5,0
2023-07-06T03:00:00+0000,19.1,29.94,62.2,0
2023-07-06T04:00:00+0000,0.0,29.94,61.1,0
2023-07-06T05:00:00+0000,0.0,29.96,60.5,0
2023-07-06T06:00:00+0000,0.0,29.96,60.5,0
2023-07-06T07:00:00+0000,0.0,29.94,60.0,0
2023-07-06T08:00:00+0000,0.0,29.93,60.2,0
2023-07-06T09:00:00+0000,0.0,29.93,60.2,0
2023-07-06T10:00:00+0000,0.0,29.92,60.4,0
2023-07-06T11:00:00+0000,0.0,29.92,60.2,0
2023-07-06T12:00:00+0000,0.0,29.93,60.2,0
2023-07-06T13:00:00+0000,0.3,29.94,60.2,0
2023-07-06T14:00:00+0000,47.0,29.95,60.4,0
2023-07-06T15:00:00+0000,168.0,29.97,60.9,1
2023-07-06T16:00:00+0000,345.9,29.97,63.1,3
2023-07-06T17:00:00+0000,573.6,29.97,65.8,6
2023-07-06T18:00:00+0000,743.4,29.96,69.2,9
2023-07-06T19:00:00+0000,948.9,29.95,69.5,11
2023-07-06T20:00:00+0000,1017.3,29.94,69.5,11
2023-07-06T21:00:00+0000,1018.7,29.93,68.8,10
2023-07-06T22:00:00+0000,937.7,29.92,67.9,7
2023-07-06T23:00:00+0000,746.8,29.91,67.7,4
2023-07-07T00:00:00+0000,581.1,29.89,67.2,2
2023-07-07T01:00:00+0000,396.8,29.88,65.9,1
2023-07-07T02:00:00+0000,206.6,29.89,64.1,0
2023-07-07T03:00:00+0000,14.5,29.89,61.8,0
2023-07-07T04:00:00+0000,0.0,29.9,60.9,0
2023-07-07T05:00:00+0000,0.0,29.91,60.5,0
2023-07-07T06:00:00+0000,0.0,29.91,60.9,0
2023-07-07T07:00:00+0000,0.0,29.9,61.1,0
2023-07-07T08:00:00+0000,0.0,29.89,61.1,0
2023-07-07T09:00:00+0000,0.0,29.89,61.3,0
2023-07-07T10:00:00+0000,0.0,29.88,61.3,0
2023-07-07T11:00:00+0000,0.0,29.88,60.9,0
2023-07-07T12:00:00+0000,0.0,29.88,60.9,0
2023-07-07T13:00:00+0000,0.2,29.89,60.9,0
2023-07-07T14:00:00+0000,44.9,29.9,61.1,0
2023-07-07T15:00:00+0000,175.8,29.91,62.3,1
2023-07-07T16:00:00+0000,390.1,29.91,65.4,4
2023-07-07T17:00:00+0000,653.4,29.9,68.3,7
2023-07-07T18:00:00+0000,826.0,29.89,68.8,9
2023-07-07T19:00:00+0000,970.5,29.89,68.6,11
2023-07-07T20:00:00+0000,1029.7,29.88,69.5,11
2023-07-07T21:00:00+0000,1031.9,29.85,68.8,10
2023-07-07T22:00:00+0000,961.8,29.84,68.5,7
2023-07-07T23:00:00+0000,824.9,29.83,68.6,4
2023-07-08T00:00:00+0000,634.9,29.82,68.5,2
2023-07-08T01:00:00+0000,427.5,29.82,66.8,1
2023-07-08T02:00:00+0000,238.3,29.82,64.5,0
2023-07-08T03:00:00+0000,19.0,29.84,62.5,0
2023-07-08T04:00:00+0000,0.0,29.85,61.6,0
2023-07-08T05:00:00+0000,0.0,29.86,61.1,0
2023-07-08T06:00:00+0000,0.0,29.86,60.9,0
2023-07-08T07:00:00+0000,0.0,29.86,60.2,0
2023-07-08T08:00:00+0000,0.0,29.85,61.1,0
2023-07-08T09:00:00+0000,0.0,29.85,61.8,0
2023-07-08T10:00:00+0000,0.0,29.85,62.0,0
2023-07-08T11:00:00+0000,0.0,29.84,61.8,0
2023-07-08T12:00:00+0000,0.0,29.85,61.8,0
2023-07-08T13:00:00+0000,0.2,29.85,62.2,0
2023-07-08T14:00:00+0000,40.8,29.86,62.5,0
2023-07-08T15:00:00+0000,150.6,29.86,63.6,1
2023-07-08T16:00:00+0000,297.3,29.87,66.7,4
2023-07-08T17:00:00+0000,525.1,29.87,68.5,7
2023-07-08T18:00:00+0000,775.6,29.87,68.8,9
2023-07-08T19:00:00+0000,918.2,29.88,68.6,11
2023-07-08T20:00:00+0000,980.4,29.87,68.6,11
2023-07-08T21:00:00+0000,963.1,29.87,67.4,10
2023-07-08T22:00:00+0000,893.4,29.86,67.2,7
2023-07-08T23:00:00+0000,776.8,29.85,67.6,4
2023-07-09T00:00:00+0000,614.6,29.85,67.6,2
2023-07-09T01:00:00+0000,419.9,29.84,66.1,1
2023-07-09T02:00:00+0000,229.0,29.85,64.1,0
2023-07-09T03:00:00+0000,17.8,29.86,62.5,0
2023-07-09T04:00:00+0000,0.0,29.86,61.4,0
2023-07-09T05:00:00+0000,0.0,29.88,61.8,0
2023-07-09T06:00:00+0000,0.0,29.88,61.8,0
2023-07-09T07:00:00+0000,0.0,29.88,62.0,0
2023-07-09T08:00:00+0000,0.0,29.88,62.2,0
2023-07-09T09:00:00+0000,0.0,29.88,61.8,0
2023-07-09T10:00:00+0000,0.0,29.88,61.6,0
2023-07-09T11:00:00+0000,0.0,29.88,62.0,0
2023-07-09T12:00:00+0000,0.0,29.88,61.6,0
2023-07-09T13:00:00+0000,0.2,29.9,62.0,0
2023-07-09T14:00:00+0000,49.4,29.92,61.6,0
2023-07-09T15:00:00+0000,166.6,29.93,62.2,1
2023-07-09T16:00:00+0000,306.9,29.95,63.1,2
2023-07-09T17:00:00+0000,453.2,29.95,64.1,3
2023-07-09T18:00:00+0000,641.1,29.95,65.6,7
2023-07-09T19:00:00+0000,916.5,29.95,68.3,11
2023-07-09T20:00:00+0000,1007.3,29.94,69.4,11
2023-07-09T21:00:00+0000,1012.9,29.92,69.5,10
2023-07-09T22:00:00+0000,934.3,29.91,69.7,7
2023-07-09T23:00:00+0000,802.9,29.9,69.4,4
2023-07-10T00:00:00+0000,639.0,29.9,69.0,2
2023-07-10T01:00:00+0000,448.7,29.89,67.9,1
2023-07-10T02:00:00+0000,237.3,29.89,65.9,0
2023-07-10T03:00:00+0000,18.0,29.9,63.6,0
2023-07-10T04:00:00+0000,0.0,29.91,62.9,0
2023-07-10T05:00:00+0000,0.0,29.93,63.1,0
2023-07-10T06:00:00+0000,0.0,29.93,62.7,0
2023-07-10T07:00:00+0000,0.0,29.93,62.2,0
2023-07-10T08:00:00+0000,0.0,29.92,63.1,0
2023-07-10T09:00:00+0000,0.0,29.92,63.1,0
2023-07-10T10:00:00+0000,0.0,29.91,63.2,0
2023-07-10T11:00:00+0000,0.0,29.92,63.6,0
2023-07-10T12:00:00+0000,0.0,29.93,63.4,0
2023-07-10T13:00:00+0000,0.1,29.93,63.2,0
2023-07-10T14:00:00+0000,39.2,29.94,63.6,0
2023-07-10T15:00:00+0000,141.3,29.95,64.7,1
2023-07-10T16:00:00+0000,310.5,29.95,66.5,3
2023-07-10T17:00:00+0000,537.9,29.94,70.4,7
2023-07-10T18:00:00+0000,754.5,29.93,72.2,9
2023-07-10T19:00:00+0000,892.2,29.92,72.6,11
2023-07-10T20:00:00+0000,936.6,29.91,72.6,11
2023-07-10T21:00:00+0000,931.1,29.9,71.7,10
2023-07-10T22:00:00+0000,868.1,29.9,71.3,7
2023-07-10T23:00:00+0000,753.4,29.9,70.3,4
2023-07-11T00:00:00+0000,588.0,29.89,69.7,2
2023-07-11T01:00:00+0000,400.6,29.89,68.6,1
2023-07-11T02:00:00+0000,211.2,29.9,66.5,0
2023-07-11T03:00:00+0000,14.5,29.91,64.0,0
2023-07-11T04:00:00+0000,0.0,29.92,63.2,0
2023-07-11T05:00:00+0000,0.0,29.94,62.5,0
2023-07-11T06:00:00+0000,0.0,29.95,62.3,0
2023-07-11T07:00:00+0000,0.0,29.95,62.2,0
2023-07-11T08:00:00+0000,0.0,29.95,62.5,0
2023-07-11T09:00:00+0000,0.0,29.95,62.9,0
2023-07-11T10:00:00+0000,0.0,29.94,62.7,0
2023-07-11T11:00:00+0000,0.0,29.93,62.2,0
2023-07-11T12:00:00+0000,0.0,29.95,61.8,0
2023-07-11T13:00:00+0000,0.1,29.96,61.8,0
2023-07-11T14:00:00+0000,62.6,29.97,63.2,1
2023-07-11T15:00:00+0000,218.6,29.98,65.4,2
2023-07-11T16:00:00+0000,397.6,29.99,69.9,4
2023-07-11T17:00:00+0000,596.6,29.98,72.8,7
2023-07-11T18:00:00+0000,729.9,29.98,73.1,9
2023-07-11T19:00:00+0000,854.1,29.97,74.8,11
2023-07-11T20:00:00+0000,915.7,29.96,75.5,11
2023-07-11T21:00:00+0000,925.5,29.96,74.4,10
2023-07-11T22:00:00+0000,841.2,29.96,74.4,7
2023-07-11T23:00:00+0000,693.9,29.96,73.7,4
2023-07-12T00:00:00+0000,556.6,29.96,72.8,2
2023-07-12T01:00:00+0000,376.0,29.95,71.5,1
2023-07-12T02:00:00+0000,219.7,29.95,71.3,0
2023-07-12T03:00:00+0000,17.0,29.96,68.6,0
2023-07-12T04:00:00+0000,0.0,29.97,66.8,0
2023-07-12T05:00:00+0000,0.0,29.98,66.7,0
2023-07-12T06:00:00+0000,0.0,29.98,66.1,0
2023-07-12T07:00:00+0000,0.0,29.97,66.3,0
2023-07-12T08:00:00+0000,0.0,29.97,65.8,0
2023-07-12T09:00:00+0000,0.0,29.96,65.9,0
2023-07-12T10:00:00+0000,0.0,29.96,65.2,0
2023-07-12T11:00:00+0000,0.0,29.96,64.7,0
2023-07-12T12:00:00+0000,0.0,29.96,65.2,0
2023-07-12T13:00:00+0000,0.1,29.97,65.2,0
2023-07-12T14:00:00+0000,70.5,29.98,66.8,1
2023-07-12T15:00:00+0000,249.4,29.99,71.2,2
2023-07-12T16:00:00+0000,465.8,30.0,76.6,4
2023-07-12T17:00:00+0000,622.6,29.99,80.0,7
2023-07-12T18:00:00+0000,786.4,29.99,79.6,9
2023-07-12T19:00:00+0000,924.9,29.98,79.3,11
2023-07-12T20:00:00+0000,982.2,29.97,80.0,11
2023-07-12T21:00:00+0000,962.0,29.96,79.8,10
2023-07-12T22:00:00+0000,894.6,29.95,79.1,7
2023-07-12T23:00:00+0000,758.9,29.94,78.4,4
2023-07-13T00:00:00+0000,602.2,29.94,77.5,2
2023-07-13T01:00:00+0000,417.4,29.93,76.2,1
2023-07-13T02:00:00+0000,224.7,29.93,74.9,0
2023-07-13T03:00:00+0000,16.5,29.94,73.3,0
2023-07-13T04:00:00+0000,0.0,29.95,72.2,0
2023-07-13T05:00:00+0000,0.0,29.97,70.6,0
2023-07-13T06:00:00+0000,0.0,29.98,69.5,0
2023-07-13T07:00:00+0000,0.0,29.98,68.8,0
2023-07-13T08:00:00+0000,0.0,29.98,67.9,0
2023-07-13T09:00:00+0000,0.0,29.96,67.9,0
2023-07-13T10:00:00+0000,0.0,29.95,67.0,0
2023-07-13T11:00:00+0000,0.0,29.94,67.0,0
2023-07-13T12:00:00+0000,0.0,29.95,66.8,0
2023-07-13T13:00:00+0000,0.1,29.96,66.7,0
2023-07-13T14:00:00+0000,71.0,29.96,67.9,1
2023-07-13T15:00:00+0000,256.6,29.96,71.9,2
2023-07-13T16:00:00+0000,461.5,29.96,75.8,4
2023-07-13T17:00:00+0000,641.4,29.96,78.4,7
2023-07-13T18:00:00+0000,785.6,29.96,78.9,9
2023-07-13T19:00:00+0000,921.3,29.95,79.6,11
2023-07-13T20:00:00+0000,974.9,29.94,79.3,11
2023-07-13T21:00:00+0000,963.7,29.93,79.1,10
2023-07-13T22:00:00+0000,879.6,29.91,78.2,7
2023-07-13T23:00:00+0000,759.1,29.91,77.6,4
2023-07-14T00:00:00+0000,594.5,29.91,76.7,2
2023-07-14T01:00:00+0000,424.2,29.9,75.8,1
2023-07-14T02:00:00+0000,226.0,29.9,73.7,0
2023-07-14T03:00:00+0000,16.9,29.91,72.2,0
2023-07-14T04:00:00+0000,0.0,29.91,69.9,0
2023-07-14T05:00:00+0000,0.0,29.93,67.7,0
2023-07-14T06:00:00+0000,0.0,29.93,66.8,0
2023-07-14T07:00:00+0000,0.0,29.93,66.7,0
2023-07-14T08:00:00+0000,0.0,29.91,66.1,0
2023-07-14T09:00:00+0000,0.0,29.9,65.6,0
2023-07-14T10:00:00+0000,0.0,29.89,65.0,0
2023-07-14T11:00:00+0000,0.0,29.88,64.7,0
2023-07-14T12:00:00+0000,0.0,29.87,64.3,0
2023-07-14T13:00:00+0000,0.1,29.87,63.8,0
2023-07-14T14:00:00+0000,56.9,29.88,65.0,1
2023-07-14T15:00:00+0000,212.1,29.9,68.1,2
2023-07-14T16:00:00+0000,407.5,29.9,72.6,4
2023-07-14T17:00:00+0000,593.5,29.9,73.7,7
2023-07-14T18:00:00+0000,736.0,29.9,74.8,9
2023-07-14T19:00:00+0000,893.0,29.89,76.2,11
2023-07-14T20:00:00+0000,948.6,29.88,75.7,11
2023-07-14T21:00:00+0000,932.3,29.87,75.8,10
2023-07-14T22:00:00+0000,860.4,29.85,76.4,7
2023-07-14T23:00:00+0000,748.6,29.84,74.8,4
2023-07-15T00:00:00+0000,587.8,29.83,74.4,2
2023-07-15T01:00:00+0000,400.8,29.83,73.7,1
2023-07-15T02:00:00+0000,213.0,29.83,70.8,0
2023-07-15T03:00:00+0000,13.3,29.84,68.6,0
2023-07-15T04:00:00+0000,0.0,29.85,67.4,0
2023-07-15T05:00:00+0000,0.0,29.86,67.2,0
2023-07-15T06:00:00+0000,0.0,29.86,66.7,0
2023-07-15T07:00:00+0000,0.0,29.86,66.1,0
2023-07-15T08:00:00+0000,0.0,29.86,65.4,0
2023-07-15T09:00:00+0000,0.0,29.85,65.0,0
2023-07-15T10:00:00+0000,0.0,29.85,65.0,0
2023-07-15T11:00:00+0000,0.0,29.85,64.7,0
2023-07-15T12:00:00+0000,0.0,29.86,64.5,0
2023-07-15T13:00:00+0000,0.0,29.87,64.7,0
2023-07-15T14:00:00+0000,39.7,29.88,65.4,0
2023-07-15T15:00:00+0000,153.1,29.89,66.7,1
2023-07-15T16:00:00+0000,305.0,29.89,70.1,4
2023-07-15T17:00:00+0000,515.9,29.89,71.9,7
2023-07-15T18:00:00+0000,670.5,29.9,72.1,9
2023-07-15T19:00:00+0000,784.5,29.89,72.1,11
2023-07-15T20:00:00+0000,837.3,29.89,71.2,11
2023-07-15T21:00:00+0000,829.6,29.88,72.1,10
2023-07-15T22:00:00+0000,756.5,29.87,72.4,7
2023-07-15T23:00:00+0000,698.1,29.86,71.5,4
2023-07-16T00:00:00+0000,541.3,29.85,69.9,2
2023-07-16T01:00:00+0000,363.8,29.86,68.3,1
2023-07-16T02:00:00+0000,180.9,29.86,67.4,0
2023-07-16T03:00:00+0000,10.7,29.86,65.8,0
2023-07-16T04:00:00+0000,0.0,29.87,64.9,0
2023-07-16T05:00:00+0000,0.0,29.88,64.7,0
2023-07-16T06:00:00+0000,0.0,29.88,64.3,0
2023-07-16T07:00:00+0000,0.0,29.88,64.1,0
2023-07-16T08:00:00+0000,0.0,29.88,64.0,0
2023-07-16T09:00:00+0000,0.0,29.87,63.6,0
2023-07-16T10:00:00+0000,0.0,29.87,63.6,0
2023-07-16T11:00:00+0000,0.0,29.87,63.6,0
2023-07-16T12:00:00+0000,0.0,29.88,63.6,0
2023-07-16T13:00:00+0000,0.0,29.9,63.8,0
2023-07-16T14:00:00+0000,52.1,29.91,64.5,0
2023-07-16T15:00:00+0000,203.1,29.92,65.9,1
2023-07-16T16:00:00+0000,412.2,29.92,67.7,4
2023-07-16T17:00:00+0000,604.0,29.93,70.4,7
2023-07-16T18:00:00+0000,732.9,29.94,71.3,9
2023-07-16T19:00:00+0000,846.0,29.93,72.6,11
2023-07-16T20:00:00+0000,892.8,29.94,72.1,11
2023-07-16T21:00:00+0000,876.9,29.93,72.6,9
2023-07-16T22:00:00+0000,795.3,29.91,72.6,7
2023-07-16T23:00:00+0000,710.3,29.89,73.0,4
2023-07-17T00:00:00+0000,543.7,29.88,72.6,2
2023-07-17T01:00:00+0000,359.9,29.88,71.3,1
2023-07-17T02:00:00+0000,176.3,29.89,69.5,0
2023-07-17T03:00:00+0000,10.0,29.91,67.6,0
2023-07-17T04:00:00+0000,0.0,29.92,66.5,0
2023-07-17T05:00:00+0000,0.0,29.91,67.0,0
2023-07-17T06:00:00+0000,0.0,29.91,67.2,0
2023-07-17T07:00:00+0000,0.0,29.9,67.4,0
2023-07-17T08:00:00+0000,0.0,29.88,67.2,0
2023-07-17T09:00:00+0000,0.0,29.88,66.7,0
2023-07-17T10:00:00+0000,0.0,29.88,66.1,0
2023-07-17T11:00:00+0000,0.0,29.88,65.8,0
2023-07-17T12:00:00+0000,0.0,29.89,65.6,0
2023-07-17T13:00:00+0000,0.0,29.91,65.6,0
2023-07-17T14:00:00+0000,48.4,29.93,66.5,0
2023-07-17T15:00:00+0000,203.5,29.94,69.4,2
2023-07-17T16:00:00+0000,413.3,29.95,72.4,4
2023-07-17T17:00:00+0000,582.7,29.96,74.2,7
2023-07-17T18:00:00+0000,719.4,29.96,75.8,9
2023-07-17T19:00:00+0000,789.7,29.95,78.7,11
2023-07-17T20:00:00+0000,885.3,29.93,78.0,11
2023-07-17T21:00:00+0000,882.9,29.93,76.6,9
2023-07-17T22:00:00+0000,815.5,29.93,75.8,7
2023-07-17T23:00:00+0000,685.1,29.91,75.3,4
2023-07-18T00:00:00+0000,509.6,29.91,74.6,2
2023-07-18T01:00:00+0000,332.9,29.9,73.3,1
2023-07-18T02:00:00+0000,186.6,29.91,70.8,0
2023-07-18T03:00:00+0000,11.6,29.93,68.6,0
2023-07-18T04:00:00+0000,0.0,29.93,67.6,0
2023-07-18T05:00:00+0000,0.0,29.94,67.0,0
2023-07-18T06:00:00+0000,0.0,29.94,66.8,0
2023-07-18T07:00:00+0000,0.0,29.94,66.7,0
2023-07-18T08:00:00+0000,0.0,29.93,66.5,0
2023-07-18T09:00:00+0000,0.0,29.93,66.3,0
2023-07-18T10:00:00+0000,0.0,29.93,65.8,0
2023-07-18T11:00:00+0000,0.0,29.93,65.6,0
2023-07-18T12:00:00+0000,0.0,29.93,65.6,0
2023-07-18T13:00:00+0000,0.0,29.94,65.8,0
2023-07-18T14:00:00+0000,43.7,29.95,66.5,0
