validTimeUtc,globalHorizontalIrradiance,pressureMeanSeaLevel,temperature,uvIndex
2023-07-18T15:00:00+0000,196.1,29.96,69.7,2
2023-07-18T16:00:00+0000,402.3,29.96,74.4,4
2023-07-18T17:00:00+0000,585.7,29.96,77.1,7
2023-07-18T18:00:00+0000,729.1,29.96,76.2,9
2023-07-18T19:00:00+0000,858.1,29.96,76.2,11
2023-07-18T20:00:00+0000,912.2,29.96,76.6,11
2023-07-18T21:00:00+0000,913.4,29.96,76.2,9
2023-07-18T22:00:00+0000,850.2,29.96,75.1,7
2023-07-18T23:00:00+0000,731.8,29.95,74.0,4
2023-07-19T00:00:00+0000,572.1,29.95,72.8,2
2023-07-19T01:00:00+0000,387.0,29.95,72.4,1
2023-07-19T02:00:00+0000,201.2,29.95,70.6,0
2023-07-19T03:00:00+0000,11.9,29.95,68.6,0
2023-07-19T04:00:00+0000,0.0,29.96,67.6,0
2023-07-19T05:00:00+0000,0.0,29.97,66.8,0
2023-07-19T06:00:00+0000,0.0,29.97,66.7,0
2023-07-19T07:00:00+0000,0.0,29.97,66.5,0
2023-07-19T08:00:00+0000,0.0,29.96,65.9,0
2023-07-19T09:00:00+0000,0.0,29.95,65.6,0
2023-07-19T10:00:00+0000,0.0,29.95,65.4,0
2023-07-19T11:00:00+0000,0.0,29.95,65.4,0
2023-07-19T12:00:00+0000,0.0,29.95,65.8,0
2023-07-19T13:00:00+0000,0.0,29.97,66.5,0
2023-07-19T14:00:00+0000,45.5,29.98,67.4,0
2023-07-19T15:00:00+0000,182.7,30.0,70.1,2
2023-07-19T16:00:00+0000,389.1,29.99,73.5,4
2023-07-19T17:00:00+0000,605.0,30.0,76.0,7
2023-07-19T18:00:00+0000,746.9,29.99,77.5,9
2023-07-19T19:00:00+0000,866.4,29.99,77.8,11
2023-07-19T20:00:00+0000,906.5,29.98,77.3,11
2023-07-19T21:00:00+0000,914.9,29.98,75.8,9
2023-07-19T22:00:00+0000,845.6,29.97,74.4,7
2023-07-19T23:00:00+0000,726.0,29.96,74.2,4
2023-07-20T00:00:00+0000,575.9,29.96,74.0,2
2023-07-20T01:00:00+0000,396.7,29.95,73.0,1
2023-07-20T02:00:00+0000,208.0,29.96,70.6,0
2023-07-20T03:00:00+0000,12.6,29.96,68.8,0
2023-07-20T04:00:00+0000,0.0,29.97,67.7,0
2023-07-20T05:00:00+0000,0.0,29.98,67.6,0
2023-07-20T06:00:00+0000,0.0,29.98,66.7,0
2023-07-20T07:00:00+0000,0.0,29.97,66.1,0
2023-07-20T08:00:00+0000,0.0,29.96,65.6,0
2023-07-20T09:00:00+0000,0.0,29.96,65.6,0
2023-07-20T10:00:00+0000,0.0,29.94,65.8,0
2023-07-20T11:00:00+0000,0.0,29.94,65.2,0
2023-07-20T12:00:00+0000,0.0,29.96,65.6,0
2023-07-20T13:00:00+0000,0.0,29.96,65.9,0
2023-07-20T14:00:00+0000,43.8,29.98,66.7,0
2023-07-20T15:00:00+0000,169.2,29.98,70.3,2
2023-07-20T16:00:00+0000,332.6,29.98,74.2,4
2023-07-20T17:00:00+0000,563.7,29.98,76.7,7
2023-07-20T18:00:00+0000,755.8,29.98,75.8,9
2023-07-20T19:00:00+0000,895.0,29.98,76.6,11
2023-07-20T20:00:00+0000,945.7,29.98,76.4,11
2023-07-20T21:00:00+0000,939.4,29.97,74.4,9
2023-07-20T22:00:00+0000,875.1,29.96,74.8,7
2023-07-20T23:00:00+0000,759.0,29.95,73.3,4
2023-07-21T00:00:00+0000,598.8,29.94,73.3,2
2023-07-21T01:00:00+0000,407.2,29.92,73.7,1
2023-07-21T02:00:00+0000,211.6,29.91,72.6,0
2023-07-21T03:00:00+0000,12.1,29.91,70.3,0
2023-07-21T04:00:00+0000,0.0,29.91,69.0,0
2023-07-21T05:00:00+0000,0.0,29.91,68.3,0
2023-07-21T06:00:00+0000,0.0,29.92,67.0,0
2023-07-21T07:00:00+0000,0.0,29.91,66.3,0
2023-07-21T08:00:00+0000,0.0,29.91,65.8,0
2023-07-21T09:00:00+0000,0.0,29.9,65.6,0
2023-07-21T10:00:00+0000,0.0,29.9,65.4,0
2023-07-21T11:00:00+0000,0.0,29.88,65.2,0
2023-07-21T12:00:00+0000,0.0,29.91,65.2,0
2023-07-21T13:00:00+0000,0.0,29.92,65.4,0
2023-07-21T14:00:00+0000,38.3,29.91,65.6,0
2023-07-21T15:00:00+0000,157.5,29.95,66.5,1
2023-07-21T16:00:00+0000,329.3,29.97,67.2,2
2023-07-21T17:00:00+0000,536.4,29.98,67.4,4
2023-07-21T18:00:00+0000,731.4,29.99,67.6,6
2023-07-21T19:00:00+0000,875.3,29.97,69.7,10
2023-07-21T20:00:00+0000,918.4,29.96,72.6,11
2023-07-21T21:00:00+0000,928.4,29.93,73.9,9
2023-07-21T22:00:00+0000,861.9,29.92,73.9,7
2023-07-21T23:00:00+0000,752.3,29.9,74.0,4
2023-07-22T00:00:00+0000,582.4,29.88,73.1,2
2023-07-22T01:00:00+0000,394.9,29.87,71.9,1
2023-07-22T02:00:00+0000,204.4,29.87,68.8,0
2023-07-22T03:00:00+0000,11.1,29.87,66.7,0
2023-07-22T04:00:00+0000,0.0,29.86,65.6,0
2023-07-22T05:00:00+0000,0.0,29.87,65.2,0
2023-07-22T06:00:00+0000,0.0,29.86,65.0,0
2023-07-22T07:00:00+0000,0.0,29.87,64.3,0
2023-07-22T08:00:00+0000,0.0,29.87,64.5,0
2023-07-22T09:00:00+0000,0.0,29.86,64.5,0
2023-07-22T10:00:00+0000,0.0,29.85,64.3,0
2023-07-22T11:00:00+0000,0.0,29.86,64.3,0
2023-07-22T12:00:00+0000,0.0,29.87,63.8,0
2023-07-22T13:00:00+0000,0.0,29.89,64.0,0
2023-07-22T14:00:00+0000,39.5,29.89,64.3,0
2023-07-22T15:00:00+0000,156.8,29.91,65.6,1
2023-07-22T16:00:00+0000,310.9,29.91,66.7,2
2023-07-22T17:00:00+0000,501.4,29.91,66.5,5
2023-07-22T18:00:00+0000,701.5,29.9,69.5,8
2023-07-22T19:00:00+0000,829.8,29.89,72.6,10
2023-07-22T20:00:00+0000,873.5,29.88,74.0,11
2023-07-22T21:00:00+0000,816.6,29.88,72.8,9
2023-07-22T22:00:00+0000,742.5,29.87,73.0,7
2023-07-22T23:00:00+0000,619.1,29.84,72.2,4
2023-07-23T00:00:00+0000,522.5,29.82,70.4,2
2023-07-23T01:00:00+0000,351.9,29.83,68.1,1
2023-07-23T02:00:00+0000,183.3,29.82,67.7,0
2023-07-23T03:00:00+0000,13.4,29.83,66.5,0
2023-07-23T04:00:00+0000,0.0,29.84,65.8,0
2023-07-23T05:00:00+0000,0.0,29.86,65.2,0
2023-07-23T06:00:00+0000,0.0,29.87,65.6,0
2023-07-23T07:00:00+0000,0.0,29.89,65.6,0
2023-07-23T08:00:00+0000,0.0,29.89,65.8,0
2023-07-23T09:00:00+0000,0.0,29.87,65.2,0
2023-07-23T10:00:00+0000,0.0,29.88,65.0,0
2023-07-23T11:00:00+0000,0.0,29.9,64.5,0
2023-07-23T12:00:00+0000,0.0,29.91,63.6,0
2023-07-23T13:00:00+0000,0.0,29.92,63.8,0
2023-07-23T14:00:00+0000,34.6,29.93,64.5,0
2023-07-23T15:00:00+0000,148.8,29.93,66.3,1
2023-07-23T16:00:00+0000,317.0,29.94,70.1,4
2023-07-23T17:00:00+0000,519.5,29.92,71.5,6
2023-07-23T18:00:00+0000,592.0,29.93,70.8,7
2023-07-23T19:00:00+0000,650.4,29.93,68.5,7
2023-07-23T20:00:00+0000,602.7,29.95,68.8,11
2023-07-23T21:00:00+0000,634.8,29.94,69.2,6
2023-07-23T22:00:00+0000,709.5,29.93,71.2,6
2023-07-23T23:00:00+0000,657.0,29.92,72.6,4
2023-07-24T00:00:00+0000,478.0,29.92,72.6,2
2023-07-24T01:00:00+0000,347.4,29.92,71.2,1
2023-07-24T02:00:00+0000,173.8,29.93,69.2,0
2023-07-24T03:00:00+0000,8.8,29.94,67.9,0
2023-07-24T04:00:00+0000,0.0,29.97,67.4,0
2023-07-24T05:00:00+0000,0.0,29.98,67.2,0
2023-07-24T06:00:00+0000,0.0,29.97,66.7,0
2023-07-24T07:00:00+0000,0.0,29.97,66.3,0
2023-07-24T08:00:00+0000,0.0,29.97,66.1,0
2023-07-24T09:00:00+0000,0.0,29.96,65.4,0
2023-07-24T10:00:00+0000,0.0,29.95,65.6,0
2023-07-24T11:00:00+0000,0.0,29.95,65.6,0
2023-07-24T12:00:00+0000,0.0,29.96,65.4,0
2023-07-24T13:00:00+0000,0.0,29.97,65.6,0
2023-07-24T14:00:00+0000,45.3,29.98,66.1,0
2023-07-24T15:00:00+0000,182.6,29.99,67.0,1
2023-07-24T16:00:00+0000,386.2,29.99,68.8,2
2023-07-24T17:00:00+0000,598.1,29.99,72.1,5
2023-07-24T18:00:00+0000,736.3,30.0,74.6,9
2023-07-24T19:00:00+0000,852.1,30.0,75.1,11
2023-07-24T20:00:00+0000,907.3,29.99,75.1,11
2023-07-24T21:00:00+0000,893.2,29.98,74.4,9
2023-07-24T22:00:00+0000,799.8,29.98,73.3,7
2023-07-24T23:00:00+0000,691.6,29.96,73.5,4
2023-07-25T00:00:00+0000,546.6,29.97,73.1,2
2023-07-25T01:00:00+0000,369.3,29.96,71.0,1
2023-07-25T02:00:00+0000,180.7,29.96,69.2,0
2023-07-25T03:00:00+0000,11.3,29.96,67.9,0
2023-07-25T04:00:00+0000,0.0,29.97,67.2,0
2023-07-25T05:00:00+0000,0.0,29.99,66.1,0
2023-07-25T06:00:00+0000,0.0,29.98,65.8,0
2023-07-25T07:00:00+0000,0.0,29.98,65.2,0
2023-07-25T08:00:00+0000,0.0,29.97,65.2,0
2023-07-25T09:00:00+0000,0.0,29.96,64.7,0
2023-07-25T10:00:00+0000,0.0,29.96,64.9,0
2023-07-25T11:00:00+0000,0.0,29.95,64.7,0
2023-07-25T12:00:00+0000,0.0,29.96,64.7,0
2023-07-25T13:00:00+0000,0.0,29.96,64.7,0
2023-07-25T14:00:00+0000,39.8,29.98,65.2,0
2023-07-25T15:00:00+0000,156.3,29.98,67.6,2
2023-07-25T16:00:00+0000,323.8,29.97,71.3,4
2023-07-25T17:00:00+0000,540.0,29.97,73.7,6
2023-07-25T18:00:00+0000,647.9,29.98,75.5,9
2023-07-25T19:00:00+0000,767.4,29.97,76.0,11
2023-07-25T20:00:00+0000,833.9,29.97,73.7,11
2023-07-25T21:00:00+0000,836.7,29.95,74.6,9
2023-07-25T22:00:00+0000,789.5,29.94,75.8,7
2023-07-25T23:00:00+0000,680.3,29.92,77.3,4
2023-07-26T00:00:00+0000,562.0,29.92,76.6,2
2023-07-26T01:00:00+0000,378.0,29.93,75.1,1
2023-07-26T02:00:00+0000,175.6,29.93,72.4,0
2023-07-26T03:00:00+0000,9.9,29.94,70.1,0
2023-07-26T04:00:00+0000,0.0,29.95,68.6,0
2023-07-26T05:00:00+0000,0.0,29.95,68.6,0
2023-07-26T06:00:00+0000,0.0,29.95,67.9,0
2023-07-26T07:00:00+0000,0.0,29.95,67.7,0
2023-07-26T08:00:00+0000,0.0,29.94,66.8,0
2023-07-26T09:00:00+0000,0.0,29.92,66.7,0
2023-07-26T10:00:00+0000,0.0,29.92,66.5,0
2023-07-26T11:00:00+0000,0.0,29.92,66.3,0
2023-07-26T12:00:00+0000,0.0,29.93,66.1,0
2023-07-26T13:00:00+0000,0.0,29.93,66.3,0
2023-07-26T14:00:00+0000,51.3,29.94,67.6,0
2023-07-26T15:00:00+0000,230.3,29.95,72.1,2
2023-07-26T16:00:00+0000,441.7,29.95,77.5,4
2023-07-26T17:00:00+0000,641.3,29.95,79.6,6
2023-07-26T18:00:00+0000,783.5,29.94,82.7,9
2023-07-26T19:00:00+0000,923.2,29.94,81.8,11
2023-07-26T20:00:00+0000,981.4,29.93,79.4,11
2023-07-26T21:00:00+0000,975.0,29.92,79.3,9
2023-07-26T22:00:00+0000,907.5,29.91,78.9,7
2023-07-26T23:00:00+0000,791.1,29.9,78.7,4
2023-07-27T00:00:00+0000,615.2,29.89,78.9,2
2023-07-27T01:00:00+0000,416.9,29.89,76.7,1
2023-07-27T02:00:00+0000,211.0,29.89,73.7,0
2023-07-27T03:00:00+0000,12.5,29.89,71.5,0
2023-07-27T04:00:00+0000,0.0,29.91,70.6,0
2023-07-27T05:00:00+0000,0.0,29.92,69.5,0
2023-07-27T06:00:00+0000,0.0,29.92,69.0,0
2023-07-27T07:00:00+0000,0.0,29.92,68.5,0
2023-07-27T08:00:00+0000,0.0,29.91,68.5,0
2023-07-27T09:00:00+0000,0.0,29.89,68.3,0
2023-07-27T10:00:00+0000,0.0,29.88,67.9,0
2023-07-27T11:00:00+0000,0.0,29.88,67.6,0
2023-07-27T12:00:00+0000,0.0,29.89,67.6,0
2023-07-27T13:00:00+0000,0.0,29.91,67.7,0
2023-07-27T14:00:00+0000,40.7,29.92,68.3,0
2023-07-27T15:00:00+0000,165.7,29.93,69.5,1
2023-07-27T16:00:00+0000,330.6,29.93,73.0,3
2023-07-27T17:00:00+0000,503.8,29.93,76.4,6
2023-07-27T18:00:00+0000,661.5,29.93,76.4,9
2023-07-27T19:00:00+0000,793.2,29.92,77.3,11
2023-07-27T20:00:00+0000,864.3,29.93,76.0,11
2023-07-27T21:00:00+0000,860.0,29.92,75.3,9
2023-07-27T22:00:00+0000,781.4,29.91,73.3,7
2023-07-27T23:00:00+0000,714.3,29.91,73.7,4
2023-07-28T00:00:00+0000,552.6,29.92,72.4,2
2023-07-28T01:00:00+0000,347.6,29.91,69.7,1
2023-07-28T02:00:00+0000,165.6,29.92,68.6,0
2023-07-28T03:00:00+0000,8.4,29.92,68.1,0
2023-07-28T04:00:00+0000,0.0,29.92,67.2,0
2023-07-28T05:00:00+0000,0.0,29.93,67.0,0
2023-07-28T06:00:00+0000,0.0,29.92,66.5,0
2023-07-28T07:00:00+0000,0.0,29.91,66.3,0
2023-07-28T08:00:00+0000,0.0,29.91,66.3,0
2023-07-28T09:00:00+0000,0.0,29.89,65.8,0
2023-07-28T10:00:00+0000,0.0,29.88,65.9,0
2023-07-28T11:00:00+0000,0.0,29.88,66.1,0
2023-07-28T12:00:00+0000,0.0,29.89,66.3,0
2023-07-28T13:00:00+0000,0.0,29.91,66.1,0
2023-07-28T14:00:00+0000,43.2,29.92,66.8,0
2023-07-28T15:00:00+0000,195.1,29.94,67.4,0
2023-07-28T16:00:00+0000,382.4,29.95,67.6,1
2023-07-28T17:00:00+0000,564.8,29.94,69.4,6
2023-07-28T18:00:00+0000,700.5,29.95,71.2,8
2023-07-28T19:00:00+0000,842.8,29.97,71.0,11
2023-07-28T20:00:00+0000,902.3,29.97,69.4,9
2023-07-28T21:00:00+0000,898.5,29.96,70.1,6
2023-07-28T22:00:00+0000,828.4,29.95,70.8,6
2023-07-28T23:00:00+0000,723.8,29.93,71.7,4
2023-07-29T00:00:00+0000,553.0,29.91,73.3,2
2023-07-29T01:00:00+0000,368.2,29.91,73.7,1
2023-07-29T02:00:00+0000,177.3,29.92,70.8,0
2023-07-29T03:00:00+0000,8.7,29.93,67.7,0
2023-07-29T04:00:00+0000,0.0,29.93,67.4,0
2023-07-29T05:00:00+0000,0.0,29.94,67.0,0
2023-07-29T06:00:00+0000,0.0,29.94,67.2,0
2023-07-29T07:00:00+0000,0.0,29.93,67.2,0
2023-07-29T08:00:00+0000,0.0,29.93,67.2,0
2023-07-29T09:00:00+0000,0.0,29.93,67.4,0
2023-07-29T10:00:00+0000,0.0,29.93,67.6,0
2023-07-29T11:00:00+0000,0.0,29.93,67.6,0
2023-07-29T12:00:00+0000,0.0,29.93,67.0,0
2023-07-29T13:00:00+0000,0.0,29.95,67.0,0
2023-07-29T14:00:00+0000,35.7,29.96,67.7,0
2023-07-29T15:00:00+0000,190.3,29.97,69.7,2
2023-07-29T16:00:00+0000,387.0,29.96,72.1,4
2023-07-29T17:00:00+0000,620.3,29.97,75.1,6
2023-07-29T18:00:00+0000,767.0,29.98,73.5,9
2023-07-29T19:00:00+0000,859.8,29.98,74.4,11
2023-07-29T20:00:00+0000,866.9,29.97,76.2,11
2023-07-29T21:00:00+0000,889.9,29.96,76.2,9
2023-07-29T22:00:00+0000,823.8,29.94,75.3,7
2023-07-29T23:00:00+0000,720.1,29.91,75.5,4
2023-07-30T00:00:00+0000,551.4,29.9,75.1,2
2023-07-30T01:00:00+0000,367.5,29.89,73.3,1
2023-07-30T02:00:00+0000,179.7,29.9,71.3,0
2023-07-30T03:00:00+0000,9.0,29.9,69.9,0
2023-07-30T04:00:00+0000,0.0,29.91,69.0,0
2023-07-30T05:00:00+0000,0.0,29.92,68.6,0
2023-07-30T06:00:00+0000,0.0,29.93,68.8,0
2023-07-30T07:00:00+0000,0.0,29.91,68.3,0
2023-07-30T08:00:00+0000,0.0,29.9,67.9,0
2023-07-30T09:00:00+0000,0.0,29.89,67.7,0
2023-07-30T10:00:00+0000,0.0,29.88,67.2,0
2023-07-30T11:00:00+0000,0.0,29.87,67.4,0
2023-07-30T12:00:00+0000,0.0,29.87,67.2,0
2023-07-30T13:00:00+0000,0.0,29.88,67.2,0
2023-07-30T14:00:00+0000,32.2,29.91,67.4,0
2023-07-30T15:00:00+0000,148.1,29.95,68.1,1
2023-07-30T16:00:00+0000,309.9,29.96,67.9,2
2023-07-30T17:00:00+0000,492.8,29.98,70.3,5
2023-07-30T18:00:00+0000,676.6,29.97,72.8,9
2023-07-30T19:00:00+0000,776.1,29.95,74.9,10
2023-07-30T20:00:00+0000,687.4,29.92,78.2,11
2023-07-30T21:00:00+0000,721.1,29.9,75.7,9
2023-07-30T22:00:00+0000,699.5,29.89,75.1,7
2023-07-30T23:00:00+0000,562.8,29.87,77.1,4
2023-07-31T00:00:00+0000,411.4,29.86,78.2,2
2023-07-31T01:00:00+0000,320.0,29.85,76.9,1
2023-07-31T02:00:00+0000,160.9,29.86,78.2,0
2023-07-31T03:00:00+0000,6.9,29.88,73.1,0
2023-07-31T04:00:00+0000,0.0,29.91,70.6,0
2023-07-31T05:00:00+0000,0.0,29.92,70.1,0
2023-07-31T06:00:00+0000,0.0,29.91,69.4,0
2023-07-31T07:00:00+0000,0.0,29.91,69.2,0
2023-07-31T08:00:00+0000,0.0,29.9,68.6,0
2023-07-31T09:00:00+0000,0.0,29.88,68.3,0
2023-07-31T10:00:00+0000,0.0,29.88,67.7,0
2023-07-31T11:00:00+0000,0.0,29.89,68.3,0
2023-07-31T12:00:00+0000,0.0,29.91,68.8,0
2023-07-31T13:00:00+0000,0.0,29.92,68.5,0
2023-07-31T14:00:00+0000,40.2,29.93,68.5,0
2023-07-31T15:00:00+0000,193.9,29.95,68.5,1
2023-07-31T16:00:00+0000,363.2,29.96,69.9,3
2023-07-31T17:00:00+0000,507.6,29.96,72.6,6
2023-07-31T18:00:00+0000,606.1,29.96,75.1,8
2023-07-31T19:00:00+0000,678.8,29.96,75.7,10
2023-07-31T20:00:00+0000,670.5,29.96,73.5,8
2023-07-31T21:00:00+0000,649.5,29.96,75.1,8
2023-07-31T22:00:00+0000,556.2,29.94,72.6,7
2023-07-31T23:00:00+0000,497.8,29.93,74.0,4
2023-08-01T00:00:00+0000,401.2,29.93,74.8,2
2023-08-01T01:00:00+0000,292.6,29.93,74.2,1
2023-08-01T02:00:00+0000,148.6,29.93,73.3,0
2023-08-01T03:00:00+0000,8.2,29.93,73.5,0
2023-08-01T04:00:00+0000,0.0,29.95,73.5,0
2023-08-01T05:00:00+0000,0.0,29.97,71.9,0
2023-08-01T06:00:00+0000,0.0,29.97,70.6,0
2023-08-01T07:00:00+0000,0.0,29.96,70.6,0
2023-08-01T08:00:00+0000,0.0,29.96,70.3,0
2023-08-01T09:00:00+0000,0.0,29.95,70.1,0
2023-08-01T10:00:00+0000,0.0,29.96,69.7,0
2023-08-01T11:00:00+0000,0.0,29.97,69.4,0
2023-08-01T12:00:00+0000,0.0,29.98,69.2,0
2023-08-01T13:00:00+0000,0.0,29.99,69.2,0
2023-08-01T14:00:00+0000,39.7,30.0,70.3,0
2023-08-01T15:00:00+0000,176.0,30.01,72.1,2
2023-08-01T16:00:00+0000,349.7,30.01,75.3,4
2023-08-01T17:00:00+0000,493.8,30.01,78.4,6
2023-08-01T18:00:00+0000,613.3,30.0,79.4,9
2023-08-01T19:00:00+0000,734.3,30.0,78.9,11
2023-08-01T20:00:00+0000,824.7,29.98,79.1,10
2023-08-01T21:00:00+0000,824.2,29.98,77.3,9
2023-08-01T22:00:00+0000,788.0,29.97,78.2,7
2023-08-01T23:00:00+0000,694.7,29.96,77.6,4
2023-08-02T00:00:00+0000,532.6,29.96,77.5,2
2023-08-02T01:00:00+0000,346.0,29.97,73.7,1
2023-08-02T02:00:00+0000,172.3,29.98,70.4,0
2023-08-02T03:00:00+0000,7.3,29.99,69.5,0
2023-08-02T04:00:00+0000,0.0,29.99,69.9,0
2023-08-02T05:00:00+0000,0.0,30.01,70.1,0
2023-08-02T06:00:00+0000,0.0,30.0,69.7,0
2023-08-02T07:00:00+0000,0.0,30.0,69.2,0
2023-08-02T08:00:00+0000,0.0,29.99,68.3,0
2023-08-02T09:00:00+0000,0.0,29.98,67.9,0
2023-08-02T10:00:00+0000,0.0,29.98,68.3,0
2023-08-02T11:00:00+0000,0.0,29.97,68.6,0
2023-08-02T12:00:00+0000,0.0,29.98,68.6,0
2023-08-02T13:00:00+0000,0.0,29.98,68.3,0
2023-08-02T14:00:00+0000,27.8,30.0,68.8,0
2023-08-02T15:00:00+0000,155.5,30.01,69.5,1
2023-08-02T16:00:00+0000,315.8,30.03,71.2,2
2023-08-02T17:00:00+0000,541.6,30.02,75.7,6
2023-08-02T18:00:00+0000,723.8,30.0,78.0,9
2023-08-02T19:00:00+0000,885.8,30.0,77.3,11
2023-08-02T20:00:00+0000,940.6,29.99,77.6,11
2023-08-02T21:00:00+0000,939.2,29.99,77.3,9
2023-08-02T22:00:00+0000,875.2,29.98,77.3,7
2023-08-02T23:00:00+0000,752.4,29.97,76.2,4
2023-08-03T00:00:00+0000,583.8,29.96,74.6,2
2023-08-03T01:00:00+0000,396.4,29.96,73.7,1
2023-08-03T02:00:00+0000,193.8,29.97,71.7,0
2023-08-03T03:00:00+0000,9.7,29.98,69.2,0
2023-08-03T04:00:00+0000,0.0,29.98,68.3,0
2023-08-03T05:00:00+0000,0.0,29.99,67.6,0
2023-08-03T06:00:00+0000,0.0,29.99,67.0,0
2023-08-03T07:00:00+0000,0.0,29.99,66.7,0
2023-08-03T08:00:00+0000,0.0,29.99,67.0,0
2023-08-03T09:00:00+0000,0.0,29.99,66.7,0
2023-08-03T10:00:00+0000,0.0,29.98,66.8,0
2023-08-03T11:00:00+0000,0.0,29.98,66.8,0
2023-08-03T12:00:00+0000,0.0,29.98,66.3,0
2023-08-03T13:00:00+0000,0.0,29.99,66.1,0
2023-08-03T14:00:00+0000,32.5,30.0,66.3,0
2023-08-03T15:00:00+0000,165.9,30.01,68.1,1
2023-08-03T16:00:00+0000,328.0,30.01,71.3,4
2023-08-03T17:00:00+0000,540.8,30.01,73.1,6
2023-08-03T18:00:00+0000,762.3,30.01,73.1,9
2023-08-03T19:00:00+0000,906.7,30.01,73.3,11
2023-08-03T20:00:00+0000,1002.8,30.01,73.1,11
2023-08-03T21:00:00+0000,992.3,29.99,72.4,9
2023-08-03T22:00:00+0000,935.0,29.98,73.0,7
2023-08-03T23:00:00+0000,815.4,29.97,72.4,4
2023-08-04T00:00:00+0000,635.9,29.96,72.6,2
2023-08-04T01:00:00+0000,418.0,29.96,71.0,1
2023-08-04T02:00:00+0000,195.2,29.97,67.9,0
2023-08-04T03:00:00+0000,9.8,29.98,66.5,0
2023-08-04T04:00:00+0000,0.0,29.98,65.2,0
2023-08-04T05:00:00+0000,0.0,29.98,64.3,0
2023-08-04T06:00:00+0000,0.0,29.98,64.0,0
2023-08-04T07:00:00+0000,0.0,29.97,63.6,0
2023-08-04T08:00:00+0000,0.0,29.96,63.8,0
2023-08-04T09:00:00+0000,0.0,29.96,64.5,0
2023-08-04T10:00:00+0000,0.0,29.96,64.3,0
2023-08-04T11:00:00+0000,0.0,29.95,64.3,0
2023-08-04T12:00:00+0000,0.0,29.95,64.1,0
2023-08-04T13:00:00+0000,0.0,29.95,64.1,0
2023-08-04T14:00:00+0000,31.7,29.96,64.0,0
2023-08-04T15:00:00+0000,168.9,29.97,66.3,1
2023-08-04T16:00:00+0000,364.4,29.96,69.2,4
2023-08-04T17:00:00+0000,616.6,29.96,70.8,6
2023-08-04T18:00:00+0000,801.0,29.95,72.1,9
2023-08-04T19:00:00+0000,935.2,29.94,74.0,11
2023-08-04T20:00:00+0000,997.3,29.92,73.7,11
2023-08-04T21:00:00+0000,992.4,29.91,73.5,9
2023-08-04T22:00:00+0000,924.8,29.89,73.5,7
2023-08-04T23:00:00+0000,794.2,29.88,73.7,4
2023-08-05T00:00:00+0000,611.6,29.88,73.0,2
2023-08-05T01:00:00+0000,407.3,29.88,72.2,1
2023-08-05T02:00:00+0000,203.8,29.88,70.4,0
2023-08-05T03:00:00+0000,9.4,29.88,67.6,0
2023-08-05T04:00:00+0000,0.0,29.89,66.8,0
2023-08-05T05:00:00+0000,0.0,29.89,66.3,0
2023-08-05T06:00:00+0000,0.0,29.9,65.9,0
2023-08-05T07:00:00+0000,0.0,29.89,65.2,0
2023-08-05T08:00:00+0000,0.0,29.88,65.2,0
2023-08-05T09:00:00+0000,0.0,29.88,65.4,0
2023-08-05T10:00:00+0000,0.0,29.87,65.8,0
2023-08-05T11:00:00+0000,0.0,29.87,66.1,0
2023-08-05T12:00:00+0000,0.0,29.87,65.9,0
2023-08-05T13:00:00+0000,0.0,29.88,65.6,0
2023-08-05T14:00:00+0000,24.4,29.89,65.9,0
2023-08-05T15:00:00+0000,136.8,29.89,66.8,1
2023-08-05T16:00:00+0000,302.1,29.9,70.6,4
2023-08-05T17:00:00+0000,556.6,29.9,74.0,6
2023-08-05T18:00:00+0000,723.4,29.9,75.8,9
2023-08-05T19:00:00+0000,869.3,29.9,75.7,11
2023-08-05T20:00:00+0000,952.9,29.89,75.1,11
2023-08-05T21:00:00+0000,934.9,29.88,74.6,9
2023-08-05T22:00:00+0000,877.1,29.88,74.4,7
2023-08-05T23:00:00+0000,760.8,29.89,73.5,4
2023-08-06T00:00:00+0000,590.5,29.89,71.3,2
2023-08-06T01:00:00+0000,394.3,29.87,71.3,1
2023-08-06T02:00:00+0000,196.4,29.87,68.8,0
2023-08-06T03:00:00+0000,8.9,29.88,66.3,0
2023-08-06T04:00:00+0000,0.0,29.89,65.6,0
2023-08-06T05:00:00+0000,0.0,29.9,64.9,0
2023-08-06T06:00:00+0000,0.0,29.91,64.3,0
2023-08-06T07:00:00+0000,0.0,29.91,64.1,0
2023-08-06T08:00:00+0000,0.0,29.9,63.6,0
2023-08-06T09:00:00+0000,0.0,29.9,63.1,0
2023-08-06T10:00:00+0000,0.0,29.9,63.8,0
2023-08-06T11:00:00+0000,0.0,29.9,64.1,0
2023-08-06T12:00:00+0000,0.0,29.9,64.1,0
2023-08-06T13:00:00+0000,0.0,29.91,64.1,0
2023-08-06T14:00:00+0000,33.9,29.93,64.5,0
2023-08-06T15:00:00+0000,185.5,29.94,65.8,1
2023-08-06T16:00:00+0000,382.6,29.95,68.6,3
2023-08-06T17:00:00+0000,579.5,29.96,72.6,6
2023-08-06T18:00:00+0000,724.0,29.96,73.7,9
2023-08-06T19:00:00+0000,841.3,29.97,75.5,11
2023-08-06T20:00:00+0000,892.7,29.97,74.2,11
2023-08-06T21:00:00+0000,900.3,29.96,74.2,9
2023-08-06T22:00:00+0000,828.4,29.96,73.5,7
2023-08-06T23:00:00+0000,731.5,29.96,73.5,4
