Month,Day,Hour,DC Array Output (W),AC System Output (W)
2,9,22,0.0,0.0
2,9,23,0.0,0.0
2,10,0,0.0,0.0
2,10,1,0.0,0.0
2,10,2,0.0,0.0
2,10,3,0.0,0.0
2,10,4,0.0,0.0
2,10,5,0.0,0.0
2,10,6,0.0,0.0
2,10,7,20.512,3.931
2,10,8,592.726,555.869
2,10,9,772.985,729.741
2,10,10,773.6,730.334
2,10,11,1367.488,1303.178
2,10,12,2344.533,2245.603
2,10,13,2615.132,2506.613
2,10,14,2486.426,2382.468
2,10,15,1438.083,1371.271
2,10,16,279.391,253.637
2,10,17,10.17,0.0
2,10,18,0.0,0.0
2,10,19,0.0,0.0
2,10,20,0.0,0.0
2,10,21,0.0,0.0
2,10,22,0.0,0.0
2,10,23,0.0,0.0
2,11,0,0.0,0.0
2,11,1,0.0,0.0
2,11,2,0.0,0.0
2,11,3,0.0,0.0
2,11,4,0.0,0.0
2,11,5,0.0,0.0
2,11,6,0.0,0.0
2,11,7,50.513,32.868
2,11,8,391.291,361.572
2,11,9,349.72,321.474
2,11,10,1021.875,969.812
2,11,11,1539.976,1469.554
2,11,12,2011.242,1924.121
2,11,13,1828.879,1748.22
2,11,14,1637.92,1564.028
2,11,15,1321.129,1258.462
2,11,16,492.221,458.925
2,11,17,30.745,13.801
2,11,18,0.0,0.0
2,11,19,0.0,0.0
2,11,20,0.0,0.0
2,11,21,0.0,0.0
2,11,22,0.0,0.0
2,11,23,0.0,0.0
2,12,0,0.0,0.0
2,12,1,0.0,0.0
2,12,2,0.0,0.0
2,12,3,0.0,0.0
2,12,4,0.0,0.0
2,12,5,0.0,0.0
2,12,6,0.0,0.0
2,12,7,11.903,0.0
2,12,8,33.452,16.412
2,12,9,27.084,10.27
2,12,10,55.297,37.484
2,12,11,93.547,74.378
2,12,12,119.429,99.343
2,12,13,136.05,115.375
2,12,14,100.75,81.326
2,12,15,134.728,114.1
2,12,16,124.644,104.373
2,12,17,56.242,38.395
2,12,18,0.0,0.0
2,12,19,0.0,0.0
2,12,20,0.0,0.0
2,12,21,0.0,0.0
2,12,22,0.0,0.0
2,12,23,0.0,0.0
2,13,0,0.0,0.0
2,13,1,0.0,0.0
2,13,2,0.0,0.0
2,13,3,0.0,0.0
2,13,4,0.0,0.0
2,13,5,0.0,0.0
2,13,6,0.0,0.0
2,13,7,165.523,143.804
2,13,8,1500.763,1431.731
2,13,9,2475.174,2371.615
2,13,10,3095.656,2970.111
2,13,11,3481.379,3333.333
2,13,12,3584.883,3333.333
2,13,13,3416.323,3279.415
2,13,14,2972.925,2851.729
2,13,15,2270.099,2173.806
2,13,16,1243.178,1183.273
2,13,17,111.792,91.976
2,13,18,0.0,0.0
2,13,19,0.0,0.0
2,13,20,0.0,0.0
2,13,21,0.0,0.0
2,13,22,0.0,0.0
2,13,23,0.0,0.0
2,14,0,0.0,0.0
2,14,1,0.0,0.0
2,14,2,0.0,0.0
2,14,3,0.0,0.0
2,14,4,0.0,0.0
2,14,5,0.0,0.0
2,14,6,0.0,0.0
2,14,7,200.266,177.315
2,14,8,1530.238,1460.161
2,14,9,2471.966,2368.52
2,14,10,3045.123,2921.368
2,14,11,3387.762,3251.866
2,14,12,3483.185,3333.333
2,14,13,3308.848,3175.748
2,14,14,2867.045,2749.6
2,14,15,2199.195,2105.414
2,14,16,1191.66,1133.581
2,14,17,115.844,95.884
2,14,18,0.0,0.0
2,14,19,0.0,0.0
2,14,20,0.0,0.0
2,14,21,0.0,0.0
2,14,22,0.0,0.0
2,14,23,0.0,0.0
2,15,0,0.0,0.0
2,15,1,0.0,0.0
2,15,2,0.0,0.0
2,15,3,0.0,0.0
2,15,4,0.0,0.0
2,15,5,0.0,0.0
2,15,6,0.0,0.0
2,15,7,173.433,151.433
2,15,8,351.266,322.965
2,15,9,693.943,653.5
2,15,10,1361.966,1297.852
2,15,11,1466.2,1398.392
2,15,12,1100.678,1045.822
2,15,13,1187.61,1129.674
2,15,14,801.984,757.712
2,15,15,606.189,568.855
2,15,16,777.566,734.16
2,15,17,78.103,59.481
2,15,18,0.0,0.0
2,15,19,0.0,0.0
2,15,20,0.0,0.0
2,15,21,0.0,0.0
2,15,22,0.0,0.0
2,15,23,0.0,0.0
2,16,0,0.0,0.0
2,16,1,0.0,0.0
2,16,2,0.0,0.0
2,16,3,0.0,0.0
2,16,4,0.0,0.0
2,16,5,0.0,0.0
2,16,6,0.0,0.0
2,16,7,276.816,251.153
2,16,8,1313.003,1250.623
2,16,9,2185.299,2092.011
2,16,10,2767.516,2653.598
2,16,11,3056.901,2932.729
2,16,12,3073.009,2948.266
2,16,13,2969.859,2848.771
2,16,14,2646.358,2536.733
2,16,15,2012.618,1925.449
2,16,16,1111.459,1056.221
2,16,17,62.595,44.523
2,16,18,0.0,0.0
2,16,19,0.0,0.0
2,16,20,0.0,0.0
2,16,21,0.0,0.0
2,16,22,0.0,0.0
2,16,23,0.0,0.0
2,17,0,0.0,0.0
2,17,1,0.0,0.0
2,17,2,0.0,0.0
2,17,3,0.0,0.0
2,17,4,0.0,0.0
2,17,5,0.0,0.0
2,17,6,0.0,0.0
2,17,7,31.592,14.618
2,17,8,45.407,27.944
2,17,9,193.262,170.56
2,17,10,365.512,336.706
2,17,11,556.38,520.811
2,17,12,696.085,655.566
2,17,13,454.313,422.361
2,17,14,493.83,460.477
2,17,15,554.531,519.028
2,17,16,649.825,610.945
2,17,17,12.133,0.0
2,17,18,0.0,0.0
2,17,19,0.0,0.0
2,17,20,0.0,0.0
2,17,21,0.0,0.0
2,17,22,0.0,0.0
2,17,23,0.0,0.0
2,18,0,0.0,0.0
2,18,1,0.0,0.0
2,18,2,0.0,0.0
2,18,3,0.0,0.0
2,18,4,0.0,0.0
2,18,5,0.0,0.0
2,18,6,0.0,0.0
2,18,7,44.564,27.131
2,18,8,118.835,98.77
2,18,9,925.229,876.59
2,18,10,1350.51,1286.802
2,18,11,2872.129,2754.504
2,18,12,3159.498,3031.69
2,18,13,3078.2,2953.273
2,18,14,2685.756,2574.735
2,18,15,1867.695,1785.661
2,18,16,1123.697,1068.026
2,18,17,81.373,62.636
2,18,18,0.0,0.0
2,18,19,0.0,0.0
2,18,20,0.0,0.0
2,18,21,0.0,0.0
2,18,22,0.0,0.0
2,18,23,0.0,0.0
2,19,0,0.0,0.0
2,19,1,0.0,0.0
2,19,2,0.0,0.0
2,19,3,0.0,0.0
2,19,4,0.0,0.0
2,19,5,0.0,0.0
2,19,6,0.0,0.0
2,19,7,223.865,200.078
2,19,8,1361.603,1297.502
2,19,9,2252.329,2156.666
2,19,10,2676.315,2565.628
2,19,11,3072.889,2948.15
2,19,12,3004.025,2881.726
2,19,13,2928.618,2808.991
2,19,14,2299.099,2201.779
2,19,15,1281.018,1219.772
2,19,16,408.208,377.889
2,19,17,24.514,7.791
2,19,18,0.0,0.0
2,19,19,0.0,0.0
2,19,20,0.0,0.0
2,19,21,0.0,0.0
2,19,22,0.0,0.0
2,19,23,0.0,0.0
2,20,0,0.0,0.0
2,20,1,0.0,0.0
2,20,2,0.0,0.0
2,20,3,0.0,0.0
2,20,4,0.0,0.0
2,20,5,0.0,0.0
2,20,6,0.0,0.0
2,20,7,215.35,191.865
2,20,8,712.549,671.446
2,20,9,1556.67,1485.657
2,20,10,2410.253,2308.994
2,20,11,3280.035,3147.956
2,20,12,3417.146,3280.209
2,20,13,3299.512,3166.742
2,20,14,2896.042,2777.57
2,20,15,2232.526,2137.564
2,20,16,1285.723,1224.311
2,20,17,178.024,155.862
2,20,18,0.0,0.0
2,20,19,0.0,0.0
2,20,20,0.0,0.0
2,20,21,0.0,0.0
2,20,22,0.0,0.0
2,20,23,0.0,0.0
2,21,0,0.0,0.0
2,21,1,0.0,0.0
2,21,2,0.0,0.0
2,21,3,0.0,0.0
2,21,4,0.0,0.0
2,21,5,0.0,0.0
2,21,6,0.0,0.0
2,21,7,424.507,393.611
2,21,8,1520.485,1450.754
2,21,9,2375.416,2275.391
2,21,10,2951.571,2831.13
2,21,11,3281.701,3149.563
2,21,12,3378.04,3242.488
2,21,13,3216.174,3086.358
2,21,14,2800.388,2685.305
2,21,15,2168.327,2075.64
2,21,16,1289.555,1228.007
2,21,17,183.864,161.495
2,21,18,0.0,0.0
2,21,19,0.0,0.0
2,21,20,0.0,0.0
2,21,21,0.0,0.0
2,21,22,0.0,0.0
2,21,23,0.0,0.0
2,22,0,0.0,0.0
2,22,1,0.0,0.0
2,22,2,0.0,0.0
2,22,3,0.0,0.0
2,22,4,0.0,0.0
2,22,5,0.0,0.0
2,22,6,0.0,0.0
2,22,7,324.007,296.672
2,22,8,1229.257,1169.846
2,22,9,1317.375,1254.841
2,22,10,1708.364,1631.975
2,22,11,1986.38,1900.14
2,22,12,2268.313,2172.084
2,22,13,2312.248,2214.462
2,22,14,1974.207,1888.399
2,22,15,1541.614,1471.135
2,22,16,649.281,610.42
2,22,17,68.558,50.275
2,22,18,0.0,0.0
2,22,19,0.0,0.0
2,22,20,0.0,0.0
2,22,21,0.0,0.0
2,22,22,0.0,0.0
2,22,23,0.0,0.0
2,23,0,0.0,0.0
2,23,1,0.0,0.0
2,23,2,0.0,0.0
2,23,3,0.0,0.0
2,23,4,0.0,0.0
2,23,5,0.0,0.0
2,23,6,0.0,0.0
2,23,7,191.948,169.292
2,23,8,1184.824,1126.987
2,23,9,1571.926,1500.372
2,23,10,2659.051,2548.976
2,23,11,2021.926,1934.427
2,23,12,1947.351,1862.495
2,23,13,1565.326,1494.006
2,23,14,1037.916,985.284
2,23,15,1553.559,1482.656
2,23,16,840.385,794.752
2,23,17,32.229,15.233
2,23,18,0.0,0.0
2,23,19,0.0,0.0
2,23,20,0.0,0.0
2,23,21,0.0,0.0
2,23,22,0.0,0.0
2,23,23,0.0,0.0
2,24,0,0.0,0.0
2,24,1,0.0,0.0
2,24,2,0.0,0.0
2,24,3,0.0,0.0
2,24,4,0.0,0.0
2,24,5,0.0,0.0
2,24,6,0.0,0.0
2,24,7,22.707,6.048
2,24,8,140.664,119.826
2,24,9,64.525,46.384
2,24,10,63.805,45.69
2,24,11,110.981,91.194
2,24,12,56.895,39.025
2,24,13,172.085,150.133
2,24,14,127.666,107.288
2,24,15,115.894,95.933
2,24,16,61.426,43.395
2,24,17,19.122,2.59
2,24,18,0.0,0.0
2,24,19,0.0,0.0
2,24,20,0.0,0.0
2,24,21,0.0,0.0
2,24,22,0.0,0.0
2,24,23,0.0,0.0
2,25,0,0.0,0.0
2,25,1,0.0,0.0
2,25,2,0.0,0.0
2,25,3,0.0,0.0
2,25,4,0.0,0.0
2,25,5,0.0,0.0
2,25,6,0.0,0.0
2,25,7,70.782,52.419
2,25,8,108.136,88.45
2,25,9,113.485,93.609
2,25,10,151.217,130.004
2,25,11,304.342,277.704
2,25,12,260.74,235.646
2,25,13,221.88,198.164
2,25,14,239.785,215.434
2,25,15,103.417,83.899
2,25,16,71.564,53.174
2,25,17,38.653,21.429
2,25,18,0.0,0.0
2,25,19,0.0,0.0
2,25,20,0.0,0.0
2,25,21,0.0,0.0
2,25,22,0.0,0.0
2,25,23,0.0,0.0
2,26,0,0.0,0.0
2,26,1,0.0,0.0
2,26,2,0.0,0.0
2,26,3,0.0,0.0
2,26,4,0.0,0.0
2,26,5,0.0,0.0
2,26,6,0.0,0.0
2,26,7,93.519,74.351
2,26,8,572.904,536.749
2,26,9,1474.249,1406.156
2,26,10,1187.695,1129.756
2,26,11,2405.645,2304.549
2,26,12,1201.624,1143.191
2,26,13,677.604,637.739
2,26,14,1042.76,989.957
2,26,15,571.767,535.652
2,26,16,128.565,108.155
2,26,17,115.968,96.004
2,26,18,0.0,0.0
2,26,19,0.0,0.0
2,26,20,0.0,0.0
2,26,21,0.0,0.0
2,26,22,0.0,0.0
2,26,23,0.0,0.0
2,27,0,0.0,0.0
2,27,1,0.0,0.0
2,27,2,0.0,0.0
2,27,3,0.0,0.0
2,27,4,0.0,0.0
2,27,5,0.0,0.0
2,27,6,0.0,0.0
2,27,7,195.729,172.939
2,27,8,1393.956,1328.709
2,27,9,1402.657,1337.101
2,27,10,1761.036,1682.782
2,27,11,2618.341,2509.709
2,27,12,3060.15,2935.862
2,27,13,1856.709,1775.064
2,27,14,894.734,847.176
2,27,15,1156.305,1099.478
2,27,16,451.649,419.791
2,27,17,46.567,29.063
2,27,18,0.0,0.0
2,27,19,0.0,0.0
2,27,20,0.0,0.0
2,27,21,0.0,0.0
2,27,22,0.0,0.0
2,27,23,0.0,0.0
2,28,0,0.0,0.0
2,28,1,0.0,0.0
2,28,2,0.0,0.0
2,28,3,0.0,0.0
2,28,4,0.0,0.0
2,28,5,0.0,0.0
2,28,6,0.0,0.0
2,28,7,212.439,189.058
2,28,8,230.51,206.488
2,28,9,665.042,625.622
2,28,10,980.826,930.217
2,28,11,1703.549,1627.331
2,28,12,3259.465,3128.115
2,28,13,3102.432,2976.646
2,28,14,1882.171,1799.624
2,28,15,1354.5,1290.65
2,28,16,298.548,272.115
2,28,17,142.918,122.0
2,28,18,0.0,0.0
2,28,19,0.0,0.0
2,28,20,0.0,0.0
2,28,21,0.0,0.0
2,28,22,0.0,0.0
2,28,23,0.0,0.0
3,1,0,0.0,0.0
3,1,1,0.0,0.0
3,1,2,0.0,0.0
3,1,3,0.0,0.0
3,1,4,0.0,0.0
3,1,5,0.0,0.0
3,1,6,0.0,0.0
3,1,7,127.32,106.955
3,1,8,915.653,867.354
3,1,9,1759.064,1680.879
3,1,10,1981.736,1895.661
3,1,11,2196.54,2102.854
3,1,12,2298.39,2201.095
3,1,13,2420.472,2318.85
3,1,14,1590.52,1518.308
3,1,15,1507.139,1437.88
3,1,16,696.605,656.067
3,1,17,205.793,182.647
3,1,18,0.0,0.0
3,1,19,0.0,0.0
3,1,20,0.0,0.0
3,1,21,0.0,0.0
3,1,22,0.0,0.0
3,1,23,0.0,0.0
3,2,0,0.0,0.0
3,2,1,0.0,0.0
3,2,2,0.0,0.0
3,2,3,0.0,0.0
3,2,4,0.0,0.0
3,2,5,0.0,0.0
3,2,6,0.0,0.0
3,2,7,514.388,480.307
3,2,8,1543.484,1472.938
3,2,9,2399.155,2298.289
3,2,10,2986.582,2864.902
3,2,11,3327.072,3193.326
3,2,12,3389.3,3253.349
3,2,13,2122.012,2030.967
3,2,14,2046.915,1958.53
3,2,15,1336.532,1273.319
3,2,16,1044.558,991.691
3,2,17,207.72,184.506
3,2,18,0.0,0.0
3,2,19,0.0,0.0
3,2,20,0.0,0.0
3,2,21,0.0,0.0
3,2,22,0.0,0.0
3,2,23,0.0,0.0
3,3,0,0.0,0.0
3,3,1,0.0,0.0
3,3,2,0.0,0.0
3,3,3,0.0,0.0
3,3,4,0.0,0.0
3,3,5,0.0,0.0
3,3,6,0.0,0.0
3,3,7,504.408,470.681
3,3,8,1524.578,1454.702
3,3,9,2327.867,2229.527
3,3,10,2880.51,2762.588
3,3,11,3183.214,3054.566
3,3,12,3248.906,3117.931
3,3,13,3089.554,2964.224
3,3,14,2715.583,2603.505
3,3,15,2076.853,1987.407
3,3,16,1219.443,1160.379
3,3,17,274.571,248.987
3,3,18,0.0,0.0
3,3,19,0.0,0.0
3,3,20,0.0,0.0
3,3,21,0.0,0.0
3,3,22,0.0,0.0
3,3,23,0.0,0.0
3,4,0,0.0,0.0
3,4,1,0.0,0.0
3,4,2,0.0,0.0
3,4,3,0.0,0.0
3,4,4,0.0,0.0
3,4,5,0.0,0.0
3,4,6,0.0,0.0
3,4,7,45.488,28.022
3,4,8,208.503,185.261
3,4,9,303.26,276.66
3,4,10,243.742,219.251
3,4,11,92.674,73.536
3,4,12,354.974,326.542
3,4,13,1073.518,1019.625
3,4,14,753.437,710.886
3,4,15,572.553,536.411
3,4,16,159.836,138.318
3,4,17,16.503,0.064
3,4,18,0.0,0.0
3,4,19,0.0,0.0
3,4,20,0.0,0.0
3,4,21,0.0,0.0
3,4,22,0.0,0.0
3,4,23,0.0,0.0
3,5,0,0.0,0.0
3,5,1,0.0,0.0
3,5,2,0.0,0.0
3,5,3,0.0,0.0
3,5,4,0.0,0.0
3,5,5,0.0,0.0
3,5,6,0.0,0.0
3,5,7,255.136,230.241
3,5,8,146.506,125.46
3,5,9,413.278,382.78
3,5,10,145.318,124.315
3,5,11,1454.992,1387.582
3,5,12,1243.86,1183.931
3,5,13,1523.927,1454.074
3,5,14,2275.088,2178.619
3,5,15,1565.011,1493.702
3,5,16,241.009,216.615
3,5,17,7.821,0.0
3,5,18,0.0,0.0
3,5,19,0.0,0.0
3,5,20,0.0,0.0
3,5,21,0.0,0.0
3,5,22,0.0,0.0
3,5,23,0.0,0.0
3,6,0,0.0,0.0
3,6,1,0.0,0.0
3,6,2,0.0,0.0
3,6,3,0.0,0.0
3,6,4,0.0,0.0
3,6,5,0.0,0.0
3,6,6,0.0,0.0
3,6,7,530.471,495.82
3,6,8,1497.668,1428.745
3,6,9,2281.299,2184.61
3,6,10,2844.466,2727.821
3,6,11,3179.932,3051.4
3,6,12,3256.28,3125.043
3,6,13,3116.672,2990.381
3,6,14,2768.319,2654.372
3,6,15,2161.213,2068.779
3,6,16,1304.312,1242.241
3,6,17,329.066,301.552
3,6,18,0.0,0.0
3,6,19,0.0,0.0
3,6,20,0.0,0.0
3,6,21,0.0,0.0
3,6,22,0.0,0.0
3,6,23,0.0,0.0
3,7,0,0.0,0.0
3,7,1,0.0,0.0
3,7,2,0.0,0.0
3,7,3,0.0,0.0
3,7,4,0.0,0.0
3,7,5,0.0,0.0
3,7,6,0.0,0.0
3,7,7,272.752,247.233
3,7,8,1031.216,978.821
3,7,9,1290.023,1228.458
3,7,10,604.465,567.192
3,7,11,2242.698,2147.376
3,7,12,1387.231,1322.221
3,7,13,2207.494,2113.419
3,7,14,1822.188,1741.767
3,7,15,1491.969,1423.248
3,7,16,349.551,321.31
3,7,17,75.384,56.859
3,7,18,0.0,0.0
3,7,19,0.0,0.0
3,7,20,0.0,0.0
3,7,21,0.0,0.0
3,7,22,0.0,0.0
3,7,23,0.0,0.0
3,8,0,0.0,0.0
3,8,1,0.0,0.0
3,8,2,0.0,0.0
3,8,3,0.0,0.0
3,8,4,0.0,0.0
3,8,5,0.0,0.0
3,8,6,0.0,0.0
3,8,7,16.604,0.161
3,8,8,298.036,271.622
3,8,9,991.3,940.32
3,8,10,1011.235,959.549
3,8,11,805.4,761.007
3,8,12,1377.484,1312.82
3,8,13,1397.69,1332.31
3,8,14,1690.209,1614.464
3,8,15,1245.897,1185.896
3,8,16,322.88,295.584
3,8,17,91.41,72.317
3,8,18,0.0,0.0
3,8,19,0.0,0.0
3,8,20,0.0,0.0
3,8,21,0.0,0.0
3,8,22,0.0,0.0
3,8,23,0.0,0.0
3,9,0,0.0,0.0
3,9,1,0.0,0.0
3,9,2,0.0,0.0
3,9,3,0.0,0.0
3,9,4,0.0,0.0
3,9,5,0.0,0.0
3,9,6,0.0,0.0
3,9,7,8.246,0.0
3,9,8,121.24,101.09
3,9,9,212.802,189.407
3,9,10,521.101,486.782
3,9,11,1081.0,1026.841
3,9,12,840.82,795.172
3,9,13,708.742,667.774
3,9,14,162.625,141.008
3,9,15,164.876,143.18
3,9,16,429.372,398.303
3,9,17,92.802,73.659
3,9,18,0.0,0.0
3,9,19,0.0,0.0
3,9,20,0.0,0.0
3,9,21,0.0,0.0
3,9,22,0.0,0.0
3,9,23,0.0,0.0
3,10,0,0.0,0.0
3,10,1,0.0,0.0
3,10,2,0.0,0.0
3,10,3,0.0,0.0
3,10,4,0.0,0.0
3,10,5,0.0,0.0
3,10,6,0.0,0.0
3,10,7,557.215,521.617
3,10,8,1582.867,1510.925
3,10,9,2323.7,2225.508
3,10,10,2234.699,2139.661
3,10,11,2617.543,2508.939
3,10,12,2730.263,2617.665
3,10,13,2349.968,2250.845
3,10,14,691.146,650.802
3,10,15,793.848,749.864
3,10,16,995.246,944.126
3,10,17,218.013,194.434
3,10,18,0.0,0.0
3,10,19,0.0,0.0
3,10,20,0.0,0.0
3,10,21,0.0,0.0
3,10,22,0.0,0.0
3,10,23,0.0,0.0
3,11,0,0.0,0.0
3,11,1,0.0,0.0
3,11,2,0.0,0.0
3,11,3,0.0,0.0
3,11,4,0.0,0.0
3,11,5,0.0,0.0
3,11,6,0.0,0.0
3,11,7,305.183,278.515
3,11,8,1468.889,1400.986
3,11,9,2164.837,2072.274
3,11,10,2674.991,2564.351
3,11,11,2957.498,2836.848
3,11,12,2975.197,2853.92
3,11,13,2562.242,2455.597
3,11,14,238.803,214.487
3,11,15,542.261,507.192
3,11,16,411.235,380.809
3,11,17,144.448,123.475
3,11,18,0.0,0.0
3,11,19,0.0,0.0
3,11,20,0.0,0.0
3,11,21,0.0,0.0
3,11,22,0.0,0.0
3,11,23,0.0,0.0
3,12,0,0.0,0.0
3,12,1,0.0,0.0
3,12,2,0.0,0.0
3,12,3,0.0,0.0
3,12,4,0.0,0.0
3,12,5,0.0,0.0
3,12,6,0.0,0.0
3,12,7,281.671,255.836
3,12,8,686.559,646.378
3,12,9,1037.17,984.565
3,12,10,763.55,720.64
3,12,11,2280.418,2183.759
3,12,12,822.987,777.971
3,12,13,2709.685,2597.816
3,12,14,736.99,695.021
3,12,15,1205.214,1146.654
3,12,16,784.38,740.732
3,12,17,239.912,215.557
3,12,18,0.0,0.0
3,12,19,0.0,0.0
3,12,20,0.0,0.0
3,12,21,0.0,0.0
3,12,22,0.0,0.0
3,12,23,0.0,0.0
3,13,0,0.0,0.0
3,13,1,0.0,0.0
3,13,2,0.0,0.0
3,13,3,0.0,0.0
3,13,4,0.0,0.0
3,13,5,0.0,0.0
3,13,6,0.0,0.0
3,13,7,436.552,405.229
3,13,8,224.471,200.663
3,13,9,257.284,232.313
3,13,10,690.528,650.206
3,13,11,353.707,325.32
3,13,12,456.965,424.918
3,13,13,1160.191,1103.226
3,13,14,1048.204,995.208
3,13,15,808.969,764.45
3,13,16,431.322,400.185
3,13,17,385.673,356.153
3,13,18,0.0,0.0
3,13,19,0.0,0.0
3,13,20,0.0,0.0
3,13,21,0.0,0.0
3,13,22,0.0,0.0
3,13,23,0.0,0.0
3,14,0,0.0,0.0
3,14,1,0.0,0.0
3,14,2,0.0,0.0
3,14,3,0.0,0.0
3,14,4,0.0,0.0
3,14,5,0.0,0.0
3,14,6,0.0,0.0
3,14,7,744.393,702.162
3,14,8,1772.006,1693.362
3,14,9,2535.805,2430.097
3,14,10,3073.336,2948.581
3,14,11,3350.564,3215.986
3,14,12,3432.507,3295.025
3,14,13,3230.241,3099.927
3,14,14,2829.689,2713.567
3,14,15,2192.494,2098.951
3,14,16,1329.351,1266.392
3,14,17,371.025,342.024
3,14,18,0.0,0.0
3,14,19,0.0,0.0
3,14,20,0.0,0.0
3,14,21,0.0,0.0
3,14,22,0.0,0.0
3,14,23,0.0,0.0
3,15,0,0.0,0.0
3,15,1,0.0,0.0
3,15,2,0.0,0.0
3,15,3,0.0,0.0
3,15,4,0.0,0.0
3,15,5,0.0,0.0
3,15,6,0.0,0.0
3,15,7,756.053,713.409
3,15,8,1746.906,1669.152
3,15,9,2477.575,2373.93
3,15,10,2951.609,2831.168
3,15,11,3221.639,3091.629
3,15,12,3242.478,3111.73
3,15,13,2792.115,2677.325
3,15,14,2509.703,2404.92
3,15,15,1505.916,1436.701
3,15,16,1003.734,952.313
3,15,17,111.243,91.447
3,15,18,0.0,0.0
3,15,19,0.0,0.0
3,15,20,0.0,0.0
3,15,21,0.0,0.0
3,15,22,0.0,0.0
3,15,23,0.0,0.0
3,16,0,0.0,0.0
3,16,1,0.0,0.0
3,16,2,0.0,0.0
3,16,3,0.0,0.0
3,16,4,0.0,0.0
3,16,5,0.0,0.0
3,16,6,21.738,5.113
3,16,7,721.597,680.174
3,16,8,1720.203,1643.395
3,16,9,2477.325,2373.689
3,16,10,2999.436,2877.299
3,16,11,3312.136,3178.92
3,16,12,3386.158,3250.319
3,16,13,3225.745,3095.59
3,16,14,2839.402,2722.937
3,16,15,2189.187,2095.762
3,16,16,1306.179,1244.042
3,16,17,363.416,334.684
3,16,18,0.0,0.0
3,16,19,0.0,0.0
3,16,20,0.0,0.0
3,16,21,0.0,0.0
3,16,22,0.0,0.0
3,16,23,0.0,0.0
3,17,0,0.0,0.0
3,17,1,0.0,0.0
3,17,2,0.0,0.0
3,17,3,0.0,0.0
3,17,4,0.0,0.0
3,17,5,0.0,0.0
3,17,6,14.619,0.0
3,17,7,88.194,69.214
3,17,8,199.604,176.677
3,17,9,196.564,173.744
3,17,10,770.64,727.479
3,17,11,519.003,484.758
3,17,12,671.243,631.604
3,17,13,727.861,686.216
3,17,14,560.827,525.1
3,17,15,628.148,590.036
3,17,16,726.452,684.857
3,17,17,144.39,123.419
3,17,18,0.0,0.0
3,17,19,0.0,0.0
3,17,20,0.0,0.0
3,17,21,0.0,0.0
3,17,22,0.0,0.0
3,17,23,0.0,0.0
3,18,0,0.0,0.0
3,18,1,0.0,0.0
3,18,2,0.0,0.0
3,18,3,0.0,0.0
3,18,4,0.0,0.0
3,18,5,0.0,0.0
3,18,6,0.0,0.0
3,18,7,52.268,34.561
3,18,8,77.068,58.483
3,18,9,543.924,508.796
3,18,10,1144.308,1087.907
3,18,11,1179.136,1121.501
3,18,12,1538.312,1467.95
3,18,13,1726.438,1649.41
3,18,14,958.506,908.688
3,18,15,938.781,889.662
3,18,16,606.747,569.393
3,18,17,127.122,106.764
3,18,18,0.0,0.0
3,18,19,0.0,0.0
3,18,20,0.0,0.0
3,18,21,0.0,0.0
3,18,22,0.0,0.0
3,18,23,0.0,0.0
3,19,0,0.0,0.0
3,19,1,0.0,0.0
3,19,2,0.0,0.0
3,19,3,0.0,0.0
3,19,4,0.0,0.0
3,19,5,0.0,0.0
3,19,6,3.868,0.0
3,19,7,120.84,100.704
3,19,8,343.467,315.443
3,19,9,581.641,545.177
3,19,10,779.607,736.128
3,19,11,720.325,678.947
3,19,12,1356.822,1292.89
3,19,13,1407.131,1341.416
3,19,14,1378.357,1313.662
3,19,15,1291.019,1229.419
3,19,16,360.998,332.353
3,19,17,292.836,266.605
3,19,18,0.0,0.0
3,19,19,0.0,0.0
3,19,20,0.0,0.0
3,19,21,0.0,0.0
3,19,22,0.0,0.0
3,19,23,0.0,0.0
3,20,0,0.0,0.0
3,20,1,0.0,0.0
3,20,2,0.0,0.0
3,20,3,0.0,0.0
3,20,4,0.0,0.0
3,20,5,0.0,0.0
3,20,6,3.75,0.0
3,20,7,134.264,113.652
3,20,8,260.321,235.243
3,20,9,433.446,402.233
3,20,10,539.213,504.252
3,20,11,478.673,445.857
3,20,12,747.744,705.394
3,20,13,257.052,232.089
3,20,14,209.004,185.744
3,20,15,1044.21,991.356
3,20,16,74.758,56.255
3,20,17,105.989,86.38
3,20,18,0.0,0.0
3,20,19,0.0,0.0
3,20,20,0.0,0.0
3,20,21,0.0,0.0
3,20,22,0.0,0.0
3,20,23,0.0,0.0
3,21,0,0.0,0.0
3,21,1,0.0,0.0
3,21,2,0.0,0.0
3,21,3,0.0,0.0
3,21,4,0.0,0.0
3,21,5,0.0,0.0
3,21,6,29.922,13.007
3,21,7,27.218,10.399
3,21,8,188.502,165.968
3,21,9,474.205,441.548
3,21,10,361.483,332.82
3,21,11,336.374,308.6
3,21,12,761.457,718.622
3,21,13,786.197,742.485
3,21,14,567.798,531.824
3,21,15,380.289,350.96
3,21,16,199.326,176.409
3,21,17,45.6,28.13
3,21,18,0.0,0.0
3,21,19,0.0,0.0
3,21,20,0.0,0.0
3,21,21,0.0,0.0
3,21,22,0.0,0.0
3,21,23,0.0,0.0
3,22,0,0.0,0.0
3,22,1,0.0,0.0
3,22,2,0.0,0.0
3,22,3,0.0,0.0
3,22,4,0.0,0.0
3,22,5,0.0,0.0
