Month,Day,Hour,DC Array Output (W),AC System Output (W)
3,22,6,54.664,36.873
3,22,7,875.922,829.03
3,22,8,1851.185,1769.736
3,22,9,1773.031,1694.351
3,22,10,3057.543,2933.348
3,22,11,3352.384,3217.742
3,22,12,3400.067,3263.735
3,22,13,3227.811,3097.582
3,22,14,2831.046,2714.876
3,22,15,2221.513,2126.942
3,22,16,950.168,900.645
3,22,17,413.59,383.081
3,22,18,0.0,0.0
3,22,19,0.0,0.0
3,22,20,0.0,0.0
3,22,21,0.0,0.0
3,22,22,0.0,0.0
3,22,23,0.0,0.0
3,23,0,0.0,0.0
3,23,1,0.0,0.0
3,23,2,0.0,0.0
3,23,3,0.0,0.0
3,23,4,0.0,0.0
3,23,5,0.0,0.0
3,23,6,20.415,3.838
3,23,7,206.787,183.605
3,23,8,1215.462,1156.539
3,23,9,1963.249,1877.829
3,23,10,2559.641,2453.089
3,23,11,2745.787,2632.639
3,23,12,2882.488,2764.496
3,23,13,2840.958,2724.438
3,23,14,763.65,720.737
3,23,15,603.316,566.084
3,23,16,168.702,146.87
3,23,17,109.453,89.721
3,23,18,0.0,0.0
3,23,19,0.0,0.0
3,23,20,0.0,0.0
3,23,21,0.0,0.0
3,23,22,0.0,0.0
3,23,23,0.0,0.0
3,24,0,0.0,0.0
3,24,1,0.0,0.0
3,24,2,0.0,0.0
3,24,3,0.0,0.0
3,24,4,0.0,0.0
3,24,5,0.0,0.0
3,24,6,65.435,47.262
3,24,7,919.264,870.837
3,24,8,1910.903,1827.338
3,24,9,1541.248,1470.781
3,24,10,755.492,712.867
3,24,11,498.89,465.358
3,24,12,1084.219,1029.946
3,24,13,423.476,392.616
3,24,14,590.284,553.514
3,24,15,275.621,250.0
3,24,16,103.583,84.058
3,24,17,48.715,31.135
3,24,18,0.0,0.0
3,24,19,0.0,0.0
3,24,20,0.0,0.0
3,24,21,0.0,0.0
3,24,22,0.0,0.0
3,24,23,0.0,0.0
3,25,0,0.0,0.0
3,25,1,0.0,0.0
3,25,2,0.0,0.0
3,25,3,0.0,0.0
3,25,4,0.0,0.0
3,25,5,0.0,0.0
3,25,6,80.127,61.433
3,25,7,936.911,887.858
3,25,8,1919.008,1835.156
3,25,9,1871.42,1789.254
3,25,10,2071.651,1982.39
3,25,11,2183.561,2090.334
3,25,12,3388.898,3252.961
3,25,13,2607.585,2499.333
3,25,14,1857.817,1776.133
3,25,15,1108.012,1052.896
3,25,16,232.887,208.78
3,25,17,471.094,438.547
3,25,18,0.0,0.0
3,25,19,0.0,0.0
3,25,20,0.0,0.0
3,25,21,0.0,0.0
3,25,22,0.0,0.0
3,25,23,0.0,0.0
3,26,0,0.0,0.0
3,26,1,0.0,0.0
3,26,2,0.0,0.0
3,26,3,0.0,0.0
3,26,4,0.0,0.0
3,26,5,0.0,0.0
3,26,6,94.47,75.268
3,26,7,922.039,873.513
3,26,8,1876.167,1793.833
3,26,9,2572.129,2465.134
3,26,10,3057.14,2932.959
3,26,11,3312.03,3178.817
3,26,12,3286.811,3154.492
3,26,13,3089.999,2964.654
3,26,14,2264.732,2168.629
3,26,15,1805.229,1725.408
3,26,16,1086.709,1032.348
3,26,17,321.746,294.491
3,26,18,0.0,0.0
3,26,19,0.0,0.0
3,26,20,0.0,0.0
3,26,21,0.0,0.0
3,26,22,0.0,0.0
3,26,23,0.0,0.0
3,27,0,0.0,0.0
3,27,1,0.0,0.0
3,27,2,0.0,0.0
3,27,3,0.0,0.0
3,27,4,0.0,0.0
3,27,5,0.0,0.0
3,27,6,52.231,34.526
3,27,7,11.466,0.0
3,27,8,287.759,261.708
3,27,9,149.283,128.139
3,27,10,2850.983,2734.107
3,27,11,2399.486,2298.608
3,27,12,2053.752,1965.125
3,27,13,3007.052,2884.646
3,27,14,2684.979,2573.986
3,27,15,2122.619,2031.552
3,27,16,784.034,740.399
3,27,17,198.221,175.343
3,27,18,0.0,0.0
3,27,19,0.0,0.0
3,27,20,0.0,0.0
3,27,21,0.0,0.0
3,27,22,0.0,0.0
3,27,23,0.0,0.0
3,28,0,0.0,0.0
3,28,1,0.0,0.0
3,28,2,0.0,0.0
3,28,3,0.0,0.0
3,28,4,0.0,0.0
3,28,5,0.0,0.0
3,28,6,111.66,91.85
3,28,7,848.214,802.304
3,28,8,394.84,364.995
3,28,9,536.372,501.512
3,28,10,510.642,476.693
3,28,11,530.216,495.575
3,28,12,971.783,921.495
3,28,13,1349.116,1285.457
3,28,14,839.233,793.641
3,28,15,376.927,347.717
3,28,16,181.111,158.84
3,28,17,114.013,94.119
3,28,18,0.0,0.0
3,28,19,0.0,0.0
3,28,20,0.0,0.0
3,28,21,0.0,0.0
3,28,22,0.0,0.0
3,28,23,0.0,0.0
3,29,0,0.0,0.0
3,29,1,0.0,0.0
3,29,2,0.0,0.0
3,29,3,0.0,0.0
3,29,4,0.0,0.0
3,29,5,0.0,0.0
3,29,6,129.267,108.832
3,29,7,895.221,847.646
3,29,8,1801.197,1721.519
3,29,9,2489.977,2385.893
3,29,10,2381.255,2281.024
3,29,11,3195.885,3066.788
3,29,12,2944.705,2824.508
3,29,13,2735.863,2623.066
3,29,14,2658.358,2548.308
3,29,15,2073.409,1984.085
3,29,16,1309.103,1246.862
3,29,17,435.672,404.38
3,29,18,0.0,0.0
3,29,19,0.0,0.0
3,29,20,0.0,0.0
3,29,21,0.0,0.0
3,29,22,0.0,0.0
3,29,23,0.0,0.0
3,30,0,0.0,0.0
3,30,1,0.0,0.0
3,30,2,0.0,0.0
3,30,3,0.0,0.0
3,30,4,0.0,0.0
3,30,5,0.0,0.0
3,30,6,104.471,84.915
3,30,7,640.872,602.309
3,30,8,1230.807,1171.341
3,30,9,1675.832,1600.597
3,30,10,2208.694,2114.577
3,30,11,1844.84,1763.616
3,30,12,2552.845,2446.533
3,30,13,2318.051,2220.059
3,30,14,2321.243,2223.138
3,30,15,1332.53,1269.459
3,30,16,257.436,232.46
3,30,17,155.887,134.509
3,30,18,0.0,0.0
3,30,19,0.0,0.0
3,30,20,0.0,0.0
3,30,21,0.0,0.0
3,30,22,0.0,0.0
3,30,23,0.0,0.0
3,31,0,0.0,0.0
3,31,1,0.0,0.0
3,31,2,0.0,0.0
3,31,3,0.0,0.0
3,31,4,0.0,0.0
3,31,5,0.0,0.0
3,31,6,143.6,122.657
3,31,7,947.32,897.899
3,31,8,1863.971,1782.069
3,31,9,2572.176,2465.179
3,31,10,3089.288,2963.968
3,31,11,3372.61,3237.251
3,31,12,3422.437,3285.312
3,31,13,3238.695,3108.081
3,31,14,2835.397,2719.074
3,31,15,2225.71,2130.99
3,31,16,1410.39,1344.56
3,31,17,477.971,445.18
3,31,18,0.0,0.0
3,31,19,0.0,0.0
3,31,20,0.0,0.0
3,31,21,0.0,0.0
3,31,22,0.0,0.0
3,31,23,0.0,0.0
4,1,0,0.0,0.0
4,1,1,0.0,0.0
4,1,2,0.0,0.0
4,1,3,0.0,0.0
4,1,4,0.0,0.0
4,1,5,0.0,0.0
4,1,6,151.164,129.953
4,1,7,961.734,911.801
4,1,8,1869.542,1787.442
4,1,9,2551.786,2445.512
4,1,10,3030.069,2906.847
4,1,11,3295.516,3162.888
4,1,12,3322.468,3188.886
4,1,13,3116.854,2990.557
4,1,14,2732.652,2619.969
4,1,15,2148.653,2056.664
4,1,16,1350.378,1286.674
4,1,17,456.811,424.77
4,1,18,0.0,0.0
4,1,19,0.0,0.0
4,1,20,0.0,0.0
4,1,21,0.0,0.0
4,1,22,0.0,0.0
4,1,23,0.0,0.0
4,2,0,0.0,0.0
4,2,1,0.0,0.0
4,2,2,0.0,0.0
4,2,3,0.0,0.0
4,2,4,0.0,0.0
4,2,5,0.0,0.0
4,2,6,159.773,138.258
4,2,7,960.508,910.619
4,2,8,1860.596,1778.814
4,2,9,2553.734,2447.391
4,2,10,3005.196,2882.856
4,2,11,3257.868,3126.575
4,2,12,3261.723,3130.293
4,2,13,3089.545,2964.216
4,2,14,2689.837,2578.671
4,2,15,2108.855,2018.276
4,2,16,1328.268,1265.348
4,2,17,459.584,427.445
4,2,18,0.0,0.0
4,2,19,0.0,0.0
4,2,20,0.0,0.0
4,2,21,0.0,0.0
4,2,22,0.0,0.0
4,2,23,0.0,0.0
4,3,0,0.0,0.0
4,3,1,0.0,0.0
4,3,2,0.0,0.0
4,3,3,0.0,0.0
4,3,4,0.0,0.0
4,3,5,0.0,0.0
4,3,6,38.222,21.013
4,3,7,394.714,364.874
4,3,8,1263.907,1203.268
4,3,9,1902.145,1818.89
4,3,10,2461.505,2358.43
4,3,11,2421.528,2319.87
4,3,12,2497.387,2393.041
4,3,13,2234.168,2139.148
4,3,14,1670.42,1595.376
4,3,15,325.034,297.663
4,3,16,593.994,557.092
4,3,17,174.888,152.836
4,3,18,0.0,0.0
4,3,19,0.0,0.0
4,3,20,0.0,0.0
4,3,21,0.0,0.0
4,3,22,0.0,0.0
4,3,23,0.0,0.0
4,4,0,0.0,0.0
4,4,1,0.0,0.0
4,4,2,0.0,0.0
4,4,3,0.0,0.0
4,4,4,0.0,0.0
4,4,5,0.0,0.0
4,4,6,47.308,29.777
4,4,7,25.139,8.394
4,4,8,1694.671,1618.767
4,4,9,1681.048,1605.628
4,4,10,2137.394,2045.803
4,4,11,2594.546,2486.757
4,4,12,2043.479,1955.216
4,4,13,2696.211,2584.82
4,4,14,2619.339,2510.671
4,4,15,675.793,635.993
4,4,16,452.916,421.013
4,4,17,157.75,136.306
4,4,18,0.0,0.0
4,4,19,0.0,0.0
4,4,20,0.0,0.0
4,4,21,0.0,0.0
4,4,22,0.0,0.0
4,4,23,0.0,0.0
4,5,0,0.0,0.0
4,5,1,0.0,0.0
4,5,2,0.0,0.0
4,5,3,0.0,0.0
4,5,4,0.0,0.0
4,5,5,0.0,0.0
4,5,6,98.341,79.003
4,5,7,301.819,275.27
4,5,8,775.473,732.141
4,5,9,2731.45,2618.809
4,5,10,3191.633,3062.686
4,5,11,3400.782,3264.424
4,5,12,3391.847,3255.806
4,5,13,3200.989,3071.711
4,5,14,2801.396,2686.277
4,5,15,1858.179,1776.482
4,5,16,1228.35,1168.97
4,5,17,397.149,367.222
4,5,18,0.0,0.0
4,5,19,0.0,0.0
4,5,20,0.0,0.0
4,5,21,0.0,0.0
4,5,22,0.0,0.0
4,5,23,0.0,0.0
4,6,0,0.0,0.0
4,6,1,0.0,0.0
4,6,2,0.0,0.0
4,6,3,0.0,0.0
4,6,4,0.0,0.0
4,6,5,0.0,0.0
4,6,6,41.728,24.395
4,6,7,211.709,188.353
4,6,8,122.261,102.075
4,6,9,130.184,109.717
4,6,10,340.124,312.218
4,6,11,392.268,362.514
4,6,12,956.317,906.576
4,6,13,199.757,176.825
4,6,14,156.004,134.622
4,6,15,1112.639,1057.36
4,6,16,17.216,0.751
4,6,17,14.326,0.0
4,6,18,0.0,0.0
4,6,19,0.0,0.0
4,6,20,0.0,0.0
4,6,21,0.0,0.0
4,6,22,0.0,0.0
4,6,23,0.0,0.0
4,7,0,0.0,0.0
4,7,1,0.0,0.0
4,7,2,0.0,0.0
4,7,3,0.0,0.0
4,7,4,0.0,0.0
4,7,5,0.0,0.0
4,7,6,87.523,68.568
4,7,7,132.774,112.215
4,7,8,330.761,303.187
4,7,9,556.104,520.545
4,7,10,1226.961,1167.63
4,7,11,857.172,810.945
4,7,12,701.874,661.149
4,7,13,777.874,734.457
4,7,14,633.81,595.497
4,7,15,434.586,403.333
4,7,16,246.381,221.797
4,7,17,176.69,154.575
4,7,18,0.0,0.0
4,7,19,0.0,0.0
4,7,20,0.0,0.0
4,7,21,0.0,0.0
4,7,22,0.0,0.0
4,7,23,0.0,0.0
4,8,0,0.0,0.0
4,8,1,0.0,0.0
4,8,2,0.0,0.0
4,8,3,0.0,0.0
4,8,4,0.0,0.0
4,8,5,0.0,0.0
4,8,6,213.869,190.437
4,8,7,46.238,28.745
4,8,8,138.91,118.133
4,8,9,228.09,204.154
4,8,10,308.576,281.788
4,8,11,356.219,327.743
4,8,12,228.384,204.437
4,8,13,380.085,350.763
4,8,14,484.525,451.502
4,8,15,269.239,243.845
4,8,16,229.859,205.86
4,8,17,104.156,84.611
4,8,18,0.0,0.0
4,8,19,0.0,0.0
4,8,20,0.0,0.0
4,8,21,0.0,0.0
4,8,22,0.0,0.0
4,8,23,0.0,0.0
4,9,0,0.0,0.0
4,9,1,0.0,0.0
4,9,2,0.0,0.0
4,9,3,0.0,0.0
4,9,4,0.0,0.0
4,9,5,0.0,0.0
4,9,6,251.969,227.186
4,9,7,254.102,229.244
4,9,8,1190.204,1132.176
4,9,9,2726.421,2613.959
4,9,10,3211.229,3081.588
4,9,11,3441.728,3303.92
4,9,12,3468.337,3329.585
4,9,13,3287.282,3154.946
4,9,14,2909.413,2790.467
4,9,15,2310.308,2212.59
4,9,16,1505.246,1436.054
4,9,17,554.131,518.642
4,9,18,24.814,8.081
4,9,19,0.0,0.0
4,9,20,0.0,0.0
4,9,21,0.0,0.0
4,9,22,0.0,0.0
4,9,23,0.0,0.0
4,10,0,0.0,0.0
4,10,1,0.0,0.0
4,10,2,0.0,0.0
4,10,3,0.0,0.0
4,10,4,0.0,0.0
4,10,5,0.0,0.0
4,10,6,255.53,230.622
4,10,7,1168.479,1111.221
4,10,8,2052.735,1964.144
4,10,9,2681.688,2570.811
4,10,10,3118.291,2991.943
4,10,11,3321.01,3187.479
4,10,12,3337.558,3203.441
4,10,13,3153.182,3025.598
4,10,14,2783.011,2668.543
4,10,15,2225.278,2130.573
4,10,16,1461.651,1394.004
4,10,17,541.059,506.033
4,10,18,23.992,7.288
4,10,19,0.0,0.0
4,10,20,0.0,0.0
4,10,21,0.0,0.0
4,10,22,0.0,0.0
4,10,23,0.0,0.0
4,11,0,0.0,0.0
4,11,1,0.0,0.0
4,11,2,0.0,0.0
4,11,3,0.0,0.0
4,11,4,0.0,0.0
4,11,5,0.0,0.0
4,11,6,264.167,238.952
4,11,7,1113.608,1058.294
4,11,8,1926.349,1842.237
4,11,9,2493.894,2389.671
4,11,10,2925.172,2805.667
4,11,11,3145.966,3018.638
4,11,12,3074.756,2949.951
4,11,13,2896.087,2777.613
4,11,14,2519.96,2414.813
4,11,15,1960.857,1875.522
4,11,16,1250.783,1190.608
4,11,17,467.904,435.47
4,11,18,15.131,0.0
4,11,19,0.0,0.0
4,11,20,0.0,0.0
4,11,21,0.0,0.0
4,11,22,0.0,0.0
4,11,23,0.0,0.0
4,12,0,0.0,0.0
4,12,1,0.0,0.0
4,12,2,0.0,0.0
4,12,3,0.0,0.0
4,12,4,0.0,0.0
4,12,5,0.0,0.0
4,12,6,253.811,228.963
4,12,7,1043.793,990.953
4,12,8,1846.232,1764.958
4,12,9,2443.803,2341.355
4,12,10,2860.572,2743.357
4,12,11,3080.495,2955.487
4,12,12,2979.405,2857.978
4,12,13,2797.044,2682.079
4,12,14,2423.35,2321.627
4,12,15,1883.085,1800.506
4,12,16,1190.628,1132.585
4,12,17,446.97,415.277
4,12,18,13.293,0.0
4,12,19,0.0,0.0
4,12,20,0.0,0.0
4,12,21,0.0,0.0
4,12,22,0.0,0.0
4,12,23,0.0,0.0
4,13,0,0.0,0.0
4,13,1,0.0,0.0
4,13,2,0.0,0.0
4,13,3,0.0,0.0
4,13,4,0.0,0.0
4,13,5,0.0,0.0
4,13,6,253.238,228.41
4,13,7,983.963,933.243
4,13,8,1749.634,1671.783
4,13,9,2334.976,2236.385
4,13,10,2717.221,2605.085
4,13,11,2934.313,2814.485
4,13,12,2781.543,2667.128
4,13,13,2552.305,2446.012
4,13,14,2315.028,2217.143
4,13,15,1815.903,1735.704
4,13,16,1159.135,1102.208
4,13,17,410.303,379.91
4,13,18,15.215,0.0
4,13,19,0.0,0.0
4,13,20,0.0,0.0
4,13,21,0.0,0.0
4,13,22,0.0,0.0
4,13,23,0.0,0.0
4,14,0,0.0,0.0
4,14,1,0.0,0.0
4,14,2,0.0,0.0
4,14,3,0.0,0.0
4,14,4,0.0,0.0
4,14,5,0.0,0.0
4,14,6,274.291,248.718
4,14,7,1065.861,1012.239
4,14,8,1880.38,1797.897
4,14,9,2494.402,2390.161
4,14,10,2931.616,2811.883
4,14,11,3170.425,3042.23
4,14,12,3192.452,3063.476
4,14,13,3014.896,2892.212
4,14,14,2639.445,2530.065
4,14,15,2067.441,1978.33
4,14,16,1329.924,1266.946
4,14,17,499.181,465.639
4,14,18,25.239,8.49
4,14,19,0.0,0.0
4,14,20,0.0,0.0
4,14,21,0.0,0.0
4,14,22,0.0,0.0
4,14,23,0.0,0.0
4,15,0,0.0,0.0
4,15,1,0.0,0.0
4,15,2,0.0,0.0
4,15,3,0.0,0.0
4,15,4,0.0,0.0
4,15,5,0.0,0.0
4,15,6,225.359,201.519
4,15,7,819.437,774.547
4,15,8,1896.731,1813.668
4,15,9,2510.505,2405.694
4,15,10,2591.23,2483.558
4,15,11,2699.606,2588.094
4,15,12,2804.315,2689.093
4,15,13,2535.895,2430.184
4,15,14,1870.037,1787.92
4,15,15,1947.391,1862.533
4,15,16,1087.376,1032.992
4,15,17,317.424,290.322
4,15,18,20.355,3.779
4,15,19,0.0,0.0
4,15,20,0.0,0.0
4,15,21,0.0,0.0
4,15,22,0.0,0.0
4,15,23,0.0,0.0
4,16,0,0.0,0.0
4,16,1,0.0,0.0
4,16,2,0.0,0.0
4,16,3,0.0,0.0
4,16,4,0.0,0.0
4,16,5,0.0,0.0
4,16,6,233.987,209.841
4,16,7,106.249,86.63
4,16,8,193.664,170.948
4,16,9,2549.822,2443.617
4,16,10,108.446,88.749
4,16,11,499.711,466.15
4,16,12,517.396,483.208
4,16,13,375.969,346.793
4,16,14,165.851,144.12
4,16,15,695.569,655.068
4,16,16,671.715,632.059
4,16,17,146.262,125.225
4,16,18,5.376,0.0
4,16,19,0.0,0.0
4,16,20,0.0,0.0
4,16,21,0.0,0.0
4,16,22,0.0,0.0
4,16,23,0.0,0.0
4,17,0,0.0,0.0
4,17,1,0.0,0.0
4,17,2,0.0,0.0
4,17,3,0.0,0.0
4,17,4,0.0,0.0
4,17,5,0.0,0.0
4,17,6,47.11,29.587
4,17,7,95.011,75.79
4,17,8,267.797,242.453
4,17,9,278.076,252.368
4,17,10,493.455,460.115
4,17,11,540.135,505.142
4,17,12,544.194,509.057
4,17,13,933.453,884.523
4,17,14,796.826,752.737
4,17,15,387.664,358.073
4,17,16,210.242,186.938
4,17,17,544.592,509.44
4,17,18,40.768,23.47
4,17,19,0.0,0.0
4,17,20,0.0,0.0
4,17,21,0.0,0.0
4,17,22,0.0,0.0
4,17,23,0.0,0.0
4,18,0,0.0,0.0
4,18,1,0.0,0.0
4,18,2,0.0,0.0
4,18,3,0.0,0.0
4,18,4,0.0,0.0
4,18,5,0.0,0.0
4,18,6,142.854,121.938
4,18,7,50.729,33.078
4,18,8,560.387,524.676
4,18,9,291.217,265.044
4,18,10,293.65,267.391
4,18,11,979.571,929.006
4,18,12,2517.823,2412.752
4,18,13,2776.561,2662.322
4,18,14,2275.093,2178.623
4,18,15,2091.72,2001.748
4,18,16,1111.795,1056.546
4,18,17,494.762,461.377
4,18,18,39.652,22.393
4,18,19,0.0,0.0
4,18,20,0.0,0.0
4,18,21,0.0,0.0
4,18,22,0.0,0.0
4,18,23,0.0,0.0
4,19,0,0.0,0.0
4,19,1,0.0,0.0
4,19,2,0.0,0.0
4,19,3,0.0,0.0
4,19,4,0.0,0.0
4,19,5,0.0,0.0
4,19,6,54.677,36.886
4,19,7,128.891,108.47
4,19,8,533.325,498.573
4,19,9,180.743,158.484
4,19,10,890.501,843.093
4,19,11,916.433,868.106
4,19,12,678.217,638.331
4,19,13,1981.269,1895.211
4,19,14,1592.867,1520.572
4,19,15,202.108,179.093
4,19,16,547.372,512.122
4,19,17,149.813,128.65
4,19,18,8.958,0.0
4,19,19,0.0,0.0
4,19,20,0.0,0.0
4,19,21,0.0,0.0
4,19,22,0.0,0.0
4,19,23,0.0,0.0
4,20,0,0.0,0.0
4,20,1,0.0,0.0
4,20,2,0.0,0.0
4,20,3,0.0,0.0
4,20,4,0.0,0.0
4,20,5,0.0,0.0
4,20,6,174.256,152.227
4,20,7,233.498,209.37
4,20,8,401.01,370.947
4,20,9,572.912,536.757
4,20,10,569.333,533.305
4,20,11,1488.386,1419.792
4,20,12,733.611,691.762
4,20,13,872.375,825.609
4,20,14,1271.992,1211.066
4,20,15,375.812,346.641
4,20,16,110.29,90.527
4,20,17,121.293,101.141
4,20,18,9.253,0.0
4,20,19,0.0,0.0
4,20,20,0.0,0.0
4,20,21,0.0,0.0
4,20,22,0.0,0.0
4,20,23,0.0,0.0
4,21,0,0.0,0.0
4,21,1,0.0,0.0
4,21,2,0.0,0.0
4,21,3,0.0,0.0
4,21,4,0.0,0.0
4,21,5,0.0,0.0
4,21,6,35.341,18.235
4,21,7,221.481,197.779
4,21,8,216.98,193.438
4,21,9,363.477,334.743
4,21,10,350.458,322.186
4,21,11,665.439,626.006
4,21,12,2206.556,2112.515
4,21,13,2654.085,2544.186
4,21,14,2350.649,2251.502
4,21,15,2212.333,2118.087
4,21,16,1430.891,1364.335
4,21,17,559.492,523.813
4,21,18,42.083,24.738
4,21,19,0.0,0.0
4,21,20,0.0,0.0
4,21,21,0.0,0.0
4,21,22,0.0,0.0
4,21,23,0.0,0.0
4,22,0,0.0,0.0
4,22,1,0.0,0.0
4,22,2,0.0,0.0
4,22,3,0.0,0.0
4,22,4,0.0,0.0
4,22,5,0.0,0.0
4,22,6,367.049,338.189
4,22,7,1219.307,1160.248
4,22,8,2025.364,1937.743
4,22,9,2617.757,2509.145
4,22,10,3004.964,2882.632
4,22,11,3220.097,3090.142
4,22,12,3245.86,3114.992
4,22,13,3071.934,2947.229
4,22,14,2735.941,2623.142
4,22,15,2187.775,2094.399
4,22,16,1451.804,1384.507
4,22,17,489.891,456.678
4,22,18,41.236,23.92
4,22,19,0.0,0.0
4,22,20,0.0,0.0
4,22,21,0.0,0.0
4,22,22,0.0,0.0
4,22,23,0.0,0.0
4,23,0,0.0,0.0
4,23,1,0.0,0.0
4,23,2,0.0,0.0
4,23,3,0.0,0.0
4,23,4,0.0,0.0
4,23,5,0.0,0.0
4,23,6,373.239,344.159
4,23,7,1215.853,1156.916
4,23,8,2032.974,1945.083
4,23,9,2644.237,2534.687
4,23,10,2740.96,2627.983
4,23,11,3303.328,3170.423
4,23,12,2699.653,2588.14
4,23,13,2492.059,2387.901
4,23,14,1766.336,1687.893
4,23,15,1616.565,1543.429
4,23,16,1084.353,1030.076
4,23,17,366.621,337.776
4,23,18,39.326,22.079
4,23,19,0.0,0.0
4,23,20,0.0,0.0
4,23,21,0.0,0.0
4,23,22,0.0,0.0
4,23,23,0.0,0.0
4,24,0,0.0,0.0
4,24,1,0.0,0.0
4,24,2,0.0,0.0
4,24,3,0.0,0.0
4,24,4,0.0,0.0
4,24,5,0.0,0.0
4,24,6,291.384,265.205
4,24,7,568.746,532.739
4,24,8,460.987,428.798
4,24,9,682.739,642.693
4,24,10,734.845,692.952
4,24,11,547.069,511.83
4,24,12,899.676,851.943
4,24,13,453.69,421.759
4,24,14,456.564,424.532
4,24,15,1140.228,1083.971
4,24,16,864.175,817.699
4,24,17,25.107,8.363
4,24,18,0.0,0.0
4,24,19,0.0,0.0
4,24,20,0.0,0.0
4,24,21,0.0,0.0
4,24,22,0.0,0.0
4,24,23,0.0,0.0
4,25,0,0.0,0.0
4,25,1,0.0,0.0
4,25,2,0.0,0.0
4,25,3,0.0,0.0
4,25,4,0.0,0.0
4,25,5,0.0,0.0
4,25,6,28.875,11.998
4,25,7,35.039,17.943
4,25,8,543.303,508.197
4,25,9,1055.496,1002.242
4,25,10,135.518,114.862
4,25,11,486.578,453.483
4,25,12,483.331,450.35
4,25,13,270.289,244.857
4,25,14,261.794,236.663
4,25,15,301.183,274.657
4,25,16,451.756,419.894
4,25,17,262.803,237.636
4,25,18,58.93,40.988
4,25,19,0.0,0.0
4,25,20,0.0,0.0
4,25,21,0.0,0.0
4,25,22,0.0,0.0
4,25,23,0.0,0.0
4,26,0,0.0,0.0
4,26,1,0.0,0.0
4,26,2,0.0,0.0
4,26,3,0.0,0.0
4,26,4,0.0,0.0
4,26,5,18.287,1.785
4,26,6,322.634,295.347
4,26,7,1240.588,1180.775
4,26,8,2033.22,1945.321
4,26,9,2621.403,2512.662
4,26,10,3034.737,2911.35
4,26,11,3238.008,3107.418
4,26,12,3230.977,3100.637
4,26,13,3074.332,2949.542
4,26,14,2712.847,2600.865
4,26,15,2162.884,2070.39
4,26,16,1443.294,1376.298
4,26,17,590.981,554.186
4,26,18,56.005,38.166
4,26,19,0.0,0.0
4,26,20,0.0,0.0
4,26,21,0.0,0.0
4,26,22,0.0,0.0
4,26,23,0.0,0.0
4,27,0,0.0,0.0
4,27,1,0.0,0.0
4,27,2,0.0,0.0
4,27,3,0.0,0.0
4,27,4,0.0,0.0
4,27,5,20.22,3.65
4,27,6,396.438,366.536
4,27,7,1209.572,1150.857
4,27,8,1977.301,1891.383
4,27,9,2547.875,2441.74
4,27,10,2925.23,2805.723
4,27,11,3126.068,2999.445
4,27,12,3136.956,3009.947
4,27,13,2968.96,2847.903
4,27,14,2601.646,2493.606
4,27,15,2047.731,1959.317
4,27,16,1338.744,1275.453
4,27,17,552.302,516.878
4,27,18,62.422,44.356
4,27,19,0.0,0.0
4,27,20,0.0,0.0
4,27,21,0.0,0.0
4,27,22,0.0,0.0
4,27,23,0.0,0.0
4,28,0,0.0,0.0
4,28,1,0.0,0.0
4,28,2,0.0,0.0
4,28,3,0.0,0.0
4,28,4,0.0,0.0
4,28,5,15.453,0.0
4,28,6,330.49,302.925
4,28,7,33.839,16.786
4,28,8,50.642,32.993
4,28,9,174.703,152.658
4,28,10,1595.405,1523.019
4,28,11,1000.662,949.35
4,28,12,795.954,751.896
4,28,13,2684.464,2573.488
4,28,14,2366.218,2266.519
4,28,15,1215.613,1156.685
4,28,16,1024.853,972.684
4,28,17,529.173,494.568
4,28,18,62.402,44.336
4,28,19,0.0,0.0
4,28,20,0.0,0.0
4,28,21,0.0,0.0
4,28,22,0.0,0.0
4,28,23,0.0,0.0
4,29,0,0.0,0.0
4,29,1,0.0,0.0
4,29,2,0.0,0.0
4,29,3,0.0,0.0
4,29,4,0.0,0.0
4,29,5,15.534,0.0
4,29,6,318.827,291.675
4,29,7,991.873,940.872
4,29,8,907.207,859.207
4,29,9,1281.73,1220.459
4,29,10,2394.268,2293.575
4,29,11,2672.078,2561.541
4,29,12,2715.438,2603.365
4,29,13,2618.514,2509.876
4,29,14,2481.013,2377.247
4,29,15,1284.497,1223.128
4,29,16,937.809,888.724
4,29,17,552.345,516.919
4,29,18,68.636,50.349
4,29,19,0.0,0.0
4,29,20,0.0,0.0
4,29,21,0.0,0.0
4,29,22,0.0,0.0
4,29,23,0.0,0.0
4,30,0,0.0,0.0
4,30,1,0.0,0.0
4,30,2,0.0,0.0
4,30,3,0.0,0.0
4,30,4,0.0,0.0
4,30,5,17.308,0.841
4,30,6,341.011,313.073
4,30,7,896.832,849.199
4,30,8,1667.195,1592.266
4,30,9,2199.539,2105.747
4,30,10,2525.05,2419.723
4,30,11,1043.218,990.398
4,30,12,3139.356,3012.262
4,30,13,2974.469,2853.217
4,30,14,2613.487,2505.027
4,30,15,1740.577,1663.047
4,30,16,1365.826,1301.575
4,30,17,550.042,514.698
4,30,18,51.197,33.528
4,30,19,0.0,0.0
4,30,20,0.0,0.0
4,30,21,0.0,0.0
4,30,22,0.0,0.0
4,30,23,0.0,0.0
5,1,0,0.0,0.0
5,1,1,0.0,0.0
5,1,2,0.0,0.0
5,1,3,0.0,0.0
5,1,4,0.0,0.0
5,1,5,25.51,8.752
5,1,6,413.354,382.853
