validTimeUtc             , Month, Day, Hour, globalHorizontalIrradiance, pressureMeanSeaLevel, temperature, uvIndex, DC Array Output (W), AC System Output (W)
2023-05-12 16:00:00+00:00,     5,  12,   16,                      323.6,                29.99,        59.8,       2,             959.53 ,              909.675
2023-05-12 17:00:00+00:00,     5,  12,   17,                      490.0,                29.99,        61.3,       3,             607.916,              570.521
2023-05-12 18:00:00+00:00,     5,  12,   18,                      614.6,                29.99,        62.0,       4,             104.381,               84.828
2023-05-12 19:00:00+00:00,     5,  12,   19,                      862.4,                29.98,        63.1,       4,               0.0  ,                0.0
2023-05-12 20:00:00+00:00,     5,  12,   20,                      977.8,                29.96,        64.5,       8,               0.0  ,                0.0
2023-05-12 21:00:00+00:00,     5,  12,   21,                      978.0,                29.96,        65.2,       8,               0.0  ,                0.0
2023-05-12 22:00:00+00:00,     5,  12,   22,                      887.3,                29.95,        64.7,       5,               0.0  ,                0.0
2023-05-12 23:00:00+00:00,     5,  12,   23,                      761.1,                29.94,        63.2,       3,               0.0  ,                0.0
2023-05-13 00:00:00+00:00,     5,  13,    0,                      568.9,                29.93,        61.8,       1,               0.0  ,                0.0
2023-05-13 01:00:00+00:00,     5,  13,    1,                      376.1,                29.93,        61.4,       0,               0.0  ,                0.0
2023-05-13 02:00:00+00:00,     5,  13,    2,                      165.5,                29.93,        60.7,       0,               0.0  ,                0.0
2023-05-13 03:00:00+00:00,     5,  13,    3,                        6.1,                29.94,        60.0,       0,               0.0  ,                0.0
2023-05-13 04:00:00+00:00,     5,  13,    4,                        0.0,                29.94,        60.0,       0,               0.0  ,                0.0
2023-05-13 05:00:00+00:00,     5,  13,    5,                        0.0,                29.94,        59.8,       0,              66.85 ,               48.627
2023-05-13 06:00:00+00:00,     5,  13,    6,                        0.0,                29.94,        59.8,       0,             491.459,              458.191
2023-05-13 07:00:00+00:00,     5,  13,    7,                        0.0,                29.93,        59.6,       0,            1277.974,             1216.837
2023-05-13 08:00:00+00:00,     5,  13,    8,                        0.0,                29.92,        59.5,       0,            1854.412,             1772.849
2023-05-13 09:00:00+00:00,     5,  13,    9,                        0.0,                29.9 ,        59.5,       0,            2003.645,             1916.793
2023-05-13 10:00:00+00:00,     5,  13,   10,                        0.0,                29.88,        59.6,       0,            1886.549,             1803.847
2023-05-13 11:00:00+00:00,     5,  13,   11,                        0.0,                29.88,        59.5,       0,            1931.394,             1847.102
2023-05-13 12:00:00+00:00,     5,  13,   12,                        0.0,                29.88,        58.9,       0,            1661.994,             1587.248
2023-05-13 13:00:00+00:00,     5,  13,   13,                        0.0,                29.88,        58.9,       0,            1879.709,             1797.249
2023-05-13 14:00:00+00:00,     5,  13,   14,                       47.6,                29.9 ,        58.9,       0,            1766.474,             1688.026
2023-05-13 15:00:00+00:00,     5,  13,   15,                      182.0,                29.91,        59.5,       1,            1770.585,             1691.992
2023-05-13 16:00:00+00:00,     5,  13,   16,                      342.9,                29.91,        60.0,       2,             811.528,              766.918
2023-05-13 17:00:00+00:00,     5,  13,   17,                      504.6,                29.91,        61.8,       3,             379.806,              350.494
2023-05-13 18:00:00+00:00,     5,  13,   18,                      671.4,                29.91,        62.2,       4,              18.12 ,                1.623
2023-05-13 19:00:00+00:00,     5,  13,   19,                      804.7,                29.9 ,        63.4,       6,               0.0  ,                0.0
2023-05-13 20:00:00+00:00,     5,  13,   20,                      876.6,                29.88,        65.4,       9,               0.0  ,                0.0
2023-05-13 21:00:00+00:00,     5,  13,   21,                      865.6,                29.86,        65.2,       8,               0.0  ,                0.0
2023-05-13 22:00:00+00:00,     5,  13,   22,                      773.6,                29.85,        63.6,       4,               0.0  ,                0.0
2023-05-13 23:00:00+00:00,     5,  13,   23,                      670.2,                29.85,        62.7,       2,               0.0  ,                0.0
2023-05-14 00:00:00+00:00,     5,  14,    0,                      493.0,                29.85,        61.1,       1,               0.0  ,                0.0
2023-05-14 01:00:00+00:00,     5,  14,    1,                      295.3,                29.85,        59.8,       0,               0.0  ,                0.0
2023-05-14 02:00:00+00:00,     5,  14,    2,                      123.0,                29.86,        58.9,       0,               0.0  ,                0.0
2023-05-14 03:00:00+00:00,     5,  14,    3,                        2.3,                29.87,        58.9,       0,               0.0  ,                0.0
2023-05-14 04:00:00+00:00,     5,  14,    4,                        0.0,                29.88,        58.9,       0,               0.0  ,                0.0
2023-05-14 05:00:00+00:00,     5,  14,    5,                        0.0,                29.89,        59.1,       0,              70.732,               52.371
2023-05-14 06:00:00+00:00,     5,  14,    6,                        0.0,                29.9 ,        59.1,       0,             495.092,              461.694
2023-05-14 07:00:00+00:00,     5,  14,    7,                        0.0,                29.9 ,        58.4,       0,            1269.044,             1208.223
2023-05-14 08:00:00+00:00,     5,  14,    8,                        0.0,                29.9 ,        58.6,       0,            1977.773,             1891.838
2023-05-14 09:00:00+00:00,     5,  14,    9,                        0.0,                29.89,        58.0,       0,            2531.367,             2425.816
2023-05-14 10:00:00+00:00,     5,  14,   10,                        0.0,                29.89,        57.7,       0,            1883.407,             1800.816
2023-05-14 11:00:00+00:00,     5,  14,   11,                        0.0,                29.88,        57.5,       0,            3115.781,             2989.523
2023-05-14 12:00:00+00:00,     5,  14,   12,                        0.0,                29.89,        57.3,       0,            3116.489,             2990.205
2023-05-14 13:00:00+00:00,     5,  14,   13,                        0.0,                29.9 ,        57.5,       0,            2950.796,             2830.384
2023-05-14 14:00:00+00:00,     5,  14,   14,                       46.8,                29.91,        58.4,       0,            1387.364,             1322.35
2023-05-14 15:00:00+00:00,     5,  14,   15,                      179.8,                29.93,        59.3,       1,            2077.652,             1988.178
2023-05-14 16:00:00+00:00,     5,  14,   16,                      348.3,                29.93,        60.5,       2,            1408.945,             1343.166
2023-05-14 17:00:00+00:00,     5,  14,   17,                      500.4,                29.95,        61.6,       3,             630.53 ,              592.334
2023-05-14 18:00:00+00:00,     5,  14,   18,                      704.9,                29.95,        62.9,       5,             112.23 ,               92.399
2023-05-14 19:00:00+00:00,     5,  14,   19,                      840.0,                29.96,        64.1,       8,               0.0  ,                0.0
2023-05-14 20:00:00+00:00,     5,  14,   20,                      923.0,                29.96,        63.4,       6,               0.0  ,                0.0
2023-05-14 21:00:00+00:00,     5,  14,   21,                      901.7,                29.96,        63.4,       5,               0.0  ,                0.0
2023-05-14 22:00:00+00:00,     5,  14,   22,                      847.2,                29.96,        62.7,       4,               0.0  ,                0.0
2023-05-14 23:00:00+00:00,     5,  14,   23,                      663.6,                29.96,        61.8,       2,               0.0  ,                0.0
2023-05-15 00:00:00+00:00,     5,  15,    0,                      469.1,                29.96,        61.3,       1,               0.0  ,                0.0
2023-05-15 01:00:00+00:00,     5,  15,    1,                      284.2,                29.97,        60.7,       0,               0.0  ,                0.0
2023-05-15 02:00:00+00:00,     5,  15,    2,                      113.3,                29.98,        60.2,       0,               0.0  ,                0.0
2023-05-15 03:00:00+00:00,     5,  15,    3,                        3.3,                30.0 ,        59.8,       0,               0.0  ,                0.0
2023-05-15 04:00:00+00:00,     5,  15,    4,                        0.0,                30.01,        60.2,       0,               0.0  ,                0.0
2023-05-15 05:00:00+00:00,     5,  15,    5,                        0.0,                30.03,        60.0,       0,              64.72 ,               46.573
2023-05-15 06:00:00+00:00,     5,  15,    6,                        0.0,                30.03,        59.1,       0,             483.002,              450.033
2023-05-15 07:00:00+00:00,     5,  15,    7,                        0.0,                30.03,        58.9,       0,            1278.302,             1217.152
2023-05-15 08:00:00+00:00,     5,  15,    8,                        0.0,                30.03,        58.9,       0,            2002.068,             1915.272
2023-05-15 09:00:00+00:00,     5,  15,    9,                        0.0,                30.02,        58.7,       0,            2557.015,             2450.556
2023-05-15 10:00:00+00:00,     5,  15,   10,                        0.0,                30.02,        58.6,       0,            2925.259,             2805.751
2023-05-15 11:00:00+00:00,     5,  15,   11,                        0.0,                30.02,        58.2,       0,            3119.29 ,             2992.907
2023-05-15 12:00:00+00:00,     5,  15,   12,                        0.0,                30.02,        58.2,       0,            3130.232,             3003.461
2023-05-15 13:00:00+00:00,     5,  15,   13,                        0.1,                30.03,        58.6,       0,            2954.094,             2833.564
2023-05-15 14:00:00+00:00,     5,  15,   14,                       44.6,                30.06,        59.1,       0,            2615.368,             2506.841
2023-05-15 15:00:00+00:00,     5,  15,   15,                      189.1,                30.07,        59.5,       0,            1954.715,             1869.598
2023-05-15 16:00:00+00:00,     5,  15,   16,                      392.1,                30.07,        60.7,       1,            1241.719,             1181.866
2023-05-15 17:00:00+00:00,     5,  15,   17,                      557.9,                30.07,        62.7,       3,             632.536,              594.269
2023-05-15 18:00:00+00:00,     5,  15,   18,                      697.3,                30.08,        64.7,       5,             101.707,               82.249
2023-05-15 19:00:00+00:00,     5,  15,   19,                      841.5,                30.09,        65.8,       8,               0.0  ,                0.0
2023-05-15 20:00:00+00:00,     5,  15,   20,                      927.5,                30.09,        66.7,       9,               0.0  ,                0.0
2023-05-15 21:00:00+00:00,     5,  15,   21,                      854.6,                30.09,        66.3,       8,               0.0  ,                0.0
2023-05-15 22:00:00+00:00,     5,  15,   22,                      773.0,                30.08,        65.6,       5,               0.0  ,                0.0
2023-05-15 23:00:00+00:00,     5,  15,   23,                      670.6,                30.07,        64.9,       3,               0.0  ,                0.0
2023-05-16 00:00:00+00:00,     5,  16,    0,                      512.9,                30.06,        63.8,       1,               0.0  ,                0.0
2023-05-16 01:00:00+00:00,     5,  16,    1,                      323.0,                30.06,        63.1,       0,               0.0  ,                0.0
2023-05-16 02:00:00+00:00,     5,  16,    2,                      139.3,                30.03,        62.7,       0,               0.0  ,                0.0
2023-05-16 03:00:00+00:00,     5,  16,    3,                        5.4,                30.06,        60.7,       0,               0.0  ,                0.0
2023-05-16 04:00:00+00:00,     5,  16,    4,                        0.0,                30.07,        60.0,       0,               0.0  ,                0.0
2023-05-16 05:00:00+00:00,     5,  16,    5,                        0.0,                30.07,        59.5,       0,              67.769,               49.513
2023-05-16 06:00:00+00:00,     5,  16,    6,                        0.0,                30.06,        59.5,       0,             477.4  ,              444.63
2023-05-16 07:00:00+00:00,     5,  16,    7,                        0.0,                30.04,        59.5,       0,            1236.404,             1176.739
2023-05-16 08:00:00+00:00,     5,  16,    8,                        0.0,                30.02,        59.5,       0,            1913.15 ,             1829.505
2023-05-16 09:00:00+00:00,     5,  16,    9,                        0.0,                30.02,        59.3,       0,            2431.215,             2329.213
2023-05-16 10:00:00+00:00,     5,  16,   10,                        0.0,                30.01,        59.1,       0,            2788.024,             2673.379
2023-05-16 11:00:00+00:00,     5,  16,   11,                        0.0,                30.0 ,        59.3,       0,            2637.777,             2528.456
2023-05-16 12:00:00+00:00,     5,  16,   12,                        0.0,                30.0 ,        58.7,       0,            2978.474,             2857.08
2023-05-16 13:00:00+00:00,     5,  16,   13,                        0.1,                30.01,        59.1,       0,            2830.999,             2714.832
2023-05-16 14:00:00+00:00,     5,  16,   14,                       38.0,                30.03,        59.6,       0,            2513.331,             2408.419
2023-05-16 15:00:00+00:00,     5,  16,   15,                      144.9,                30.04,        60.0,       1,            2010.223,             1923.139
2023-05-16 16:00:00+00:00,     5,  16,   16,                      308.2,                30.05,        61.6,       2,            1371.058,             1306.622
2023-05-16 17:00:00+00:00,     5,  16,   17,                      512.5,                30.04,        62.5,       3,             623.38 ,              585.437
2023-05-16 18:00:00+00:00,     5,  16,   18,                      752.7,                30.04,        64.9,       6,             106.53 ,               86.901
2023-05-16 19:00:00+00:00,     5,  16,   19,                      848.8,                30.04,        67.0,       9,               0.0  ,                0.0
2023-05-16 20:00:00+00:00,     5,  16,   20,                      933.8,                30.03,        68.5,      10,               0.0  ,                0.0
2023-05-16 21:00:00+00:00,     5,  16,   21,                      940.0,                30.0 ,        69.0,       8,               0.0  ,                0.0
2023-05-16 22:00:00+00:00,     5,  16,   22,                      857.1,                29.98,        68.1,       6,               0.0  ,                0.0
2023-05-16 23:00:00+00:00,     5,  16,   23,                      733.9,                29.96,        66.1,       4,               0.0  ,                0.0
2023-05-17 00:00:00+00:00,     5,  17,    0,                      558.1,                29.96,        65.4,       2,               0.0  ,                0.0
2023-05-17 01:00:00+00:00,     5,  17,    1,                      345.7,                29.96,        63.8,       0,               0.0  ,                0.0
2023-05-17 02:00:00+00:00,     5,  17,    2,                      151.4,                29.97,        61.6,       0,               0.0  ,                0.0
2023-05-17 03:00:00+00:00,     5,  17,    3,                        7.2,                29.97,        60.2,       0,               0.0  ,                0.0
2023-05-17 04:00:00+00:00,     5,  17,    4,                        0.0,                29.99,        58.9,       0,               0.0  ,                0.0
2023-05-17 05:00:00+00:00,     5,  17,    5,                        0.0,                29.99,        58.4,       0,              76.911,               58.332
2023-05-17 06:00:00+00:00,     5,  17,    6,                        0.0,                29.99,        58.9,       0,             483.119,              450.145
2023-05-17 07:00:00+00:00,     5,  17,    7,                        0.0,                29.98,        59.6,       0,             957.715,              907.925
2023-05-17 08:00:00+00:00,     5,  17,    8,                        0.0,                29.97,        59.6,       0,            1640.018,             1566.051
2023-05-17 09:00:00+00:00,     5,  17,    9,                        0.0,                29.96,        59.6,       0,            2435.512,             2333.358
2023-05-17 10:00:00+00:00,     5,  17,   10,                        0.0,                29.95,        59.6,       0,            1640.816,             1566.821
2023-05-17 11:00:00+00:00,     5,  17,   11,                        0.0,                29.93,        58.7,       0,            1664.503,             1589.668
2023-05-17 12:00:00+00:00,     5,  17,   12,                        0.0,                29.93,        58.6,       0,            2434.792,             2332.663
2023-05-17 13:00:00+00:00,     5,  17,   13,                        0.1,                29.94,        58.4,       0,            2480.153,             2376.417
2023-05-17 14:00:00+00:00,     5,  17,   14,                       34.8,                29.95,        58.7,       0,            1134.675,             1078.615
2023-05-17 15:00:00+00:00,     5,  17,   15,                      128.6,                29.95,        59.6,       0,             476.369,              443.636
2023-05-17 16:00:00+00:00,     5,  17,   16,                      256.5,                29.95,        59.6,       2,             678.526,              638.628
2023-05-17 17:00:00+00:00,     5,  17,   17,                      401.7,                29.95,        60.7,       3,             109.847,               90.1
2023-05-17 18:00:00+00:00,     5,  17,   18,                      544.5,                29.95,        60.5,       4,              40.291,               23.009
2023-05-17 19:00:00+00:00,     5,  17,   19,                      707.5,                29.94,        60.9,       4,               0.0  ,                0.0
2023-05-17 20:00:00+00:00,     5,  17,   20,                      830.1,                29.92,        61.1,       4,               0.0  ,                0.0
2023-05-17 21:00:00+00:00,     5,  17,   21,                      870.3,                29.9 ,        61.8,       4,               0.0  ,                0.0
2023-05-17 22:00:00+00:00,     5,  17,   22,                      805.2,                29.88,        62.5,       4,               0.0  ,                0.0
2023-05-17 23:00:00+00:00,     5,  17,   23,                      692.3,                29.87,        62.2,       2,               0.0  ,                0.0
2023-05-18 00:00:00+00:00,     5,  18,    0,                      518.8,                29.87,        60.7,       1,               0.0  ,                0.0
2023-05-18 01:00:00+00:00,     5,  18,    1,                      324.6,                29.87,        59.8,       0,               0.0  ,                0.0
2023-05-18 02:00:00+00:00,     5,  18,    2,                      132.5,                29.88,        58.9,       0,               0.0  ,                0.0
2023-05-18 03:00:00+00:00,     5,  18,    3,                        5.2,                29.88,        58.9,       0,               0.0  ,                0.0
2023-05-18 04:00:00+00:00,     5,  18,    4,                        0.0,                29.89,        58.7,       0,               0.0  ,                0.0
2023-05-18 05:00:00+00:00,     5,  18,    5,                        0.0,                29.89,        58.6,       0,              54.786,               36.99
2023-05-18 06:00:00+00:00,     5,  18,    6,                        0.0,                29.88,        57.8,       0,             389.226,              359.579
2023-05-18 07:00:00+00:00,     5,  18,    7,                        0.0,                29.87,        57.1,       0,             552.989,              517.54
2023-05-18 08:00:00+00:00,     5,  18,    8,                        0.0,                29.86,        56.4,       0,             919.421,              870.988
2023-05-18 09:00:00+00:00,     5,  18,    9,                        0.0,                29.85,        56.6,       0,             734.82 ,              692.928
2023-05-18 10:00:00+00:00,     5,  18,   10,                        0.0,                29.85,        56.9,       0,            1506.182,             1436.958
2023-05-18 11:00:00+00:00,     5,  18,   11,                        0.0,                29.84,        57.1,       0,            1026.395,              974.171
2023-05-18 12:00:00+00:00,     5,  18,   12,                        0.0,                29.85,        57.3,       0,            1270.139,             1209.279
2023-05-18 13:00:00+00:00,     5,  18,   13,                        0.1,                29.87,        57.7,       0,             525.449,              490.976
2023-05-18 14:00:00+00:00,     5,  18,   14,                       43.8,                29.9 ,        58.2,       0,             936.562,              887.521
2023-05-18 15:00:00+00:00,     5,  18,   15,                      146.8,                29.92,        58.2,       0,             838.744,              793.169
2023-05-18 16:00:00+00:00,     5,  18,   16,                      293.8,                29.94,        58.7,       2,             735.974,              694.042
2023-05-18 17:00:00+00:00,     5,  18,   17,                      449.8,                29.95,        59.8,       1,             217.621,              194.056
2023-05-18 18:00:00+00:00,     5,  18,   18,                      610.8,                29.97,        60.0,       2,              58.613,               40.682
2023-05-18 19:00:00+00:00,     5,  18,   19,                      775.1,                29.97,        61.3,       4,               0.0  ,                0.0
2023-05-18 20:00:00+00:00,     5,  18,   20,                      859.3,                29.97,        62.7,       4,               0.0  ,                0.0
2023-05-18 21:00:00+00:00,     5,  18,   21,                      856.4,                29.95,        64.7,       7,               0.0  ,                0.0
2023-05-18 22:00:00+00:00,     5,  18,   22,                      832.4,                29.93,        65.2,       6,               0.0  ,                0.0
2023-05-18 23:00:00+00:00,     5,  18,   23,                      709.1,                29.92,        64.9,       4,               0.0  ,                0.0
2023-05-19 00:00:00+00:00,     5,  19,    0,                      522.7,                29.91,        64.7,       2,               0.0  ,                0.0
2023-05-19 01:00:00+00:00,     5,  19,    1,                      336.7,                29.92,        64.1,       0,               0.0  ,                0.0
2023-05-19 02:00:00+00:00,     5,  19,    2,                      156.8,                29.93,        61.1,       0,               0.0  ,                0.0
2023-05-19 03:00:00+00:00,     5,  19,    3,                        6.3,                29.95,        60.0,       0,               0.0  ,                0.0
2023-05-19 04:00:00+00:00,     5,  19,    4,                        0.0,                29.96,        59.5,       0,               0.0  ,                0.0
2023-05-19 05:00:00+00:00,     5,  19,    5,                        0.0,                29.98,        60.0,       0,              80.366,               61.664
2023-05-19 06:00:00+00:00,     5,  19,    6,                        0.0,                29.98,        59.8,       0,             511.15 ,              477.184
2023-05-19 07:00:00+00:00,     5,  19,    7,                        0.0,                29.98,        59.6,       0,            1298.583,             1236.715
2023-05-19 08:00:00+00:00,     5,  19,    8,                        0.0,                29.97,        59.3,       0,            2015.361,             1928.094
2023-05-19 09:00:00+00:00,     5,  19,    9,                        0.0,                29.97,        59.1,       0,            2565.507,             2458.747
2023-05-19 10:00:00+00:00,     5,  19,   10,                        0.0,                29.97,        58.9,       0,            2941.737,             2821.645
2023-05-19 11:00:00+00:00,     5,  19,   11,                        0.0,                29.97,        58.7,       0,            3108.847,             2982.834
2023-05-19 12:00:00+00:00,     5,  19,   12,                        0.0,                29.98,        58.6,       0,            2914.66 ,             2795.527
2023-05-19 13:00:00+00:00,     5,  19,   13,                        0.2,                30.01,        58.9,       0,            2955.627,             2835.043
2023-05-19 14:00:00+00:00,     5,  19,   14,                       48.5,                30.03,        59.3,       0,            2616.522,             2507.954
2023-05-19 15:00:00+00:00,     5,  19,   15,                      171.8,                30.04,        59.3,       1,            2110.927,             2020.275
2023-05-19 16:00:00+00:00,     5,  19,   16,                      296.4,                30.06,        60.0,       2,            1344.007,             1280.529
2023-05-19 17:00:00+00:00,     5,  19,   17,                      474.7,                30.06,        61.1,       3,             554.661,              519.153
2023-05-19 18:00:00+00:00,     5,  19,   18,                      661.2,                30.07,        61.4,       4,             132.44 ,              111.893
2023-05-19 19:00:00+00:00,     5,  19,   19,                      856.4,                30.07,        62.0,       4,               0.0  ,                0.0
2023-05-19 20:00:00+00:00,     5,  19,   20,                      969.5,                30.07,        62.3,       4,               0.0  ,                0.0
2023-05-19 21:00:00+00:00,     5,  19,   21,                      894.3,                30.06,        64.1,       5,               0.0  ,                0.0
2023-05-19 22:00:00+00:00,     5,  19,   22,                      840.4,                30.05,        65.0,       5,               0.0  ,                0.0
2023-05-19 23:00:00+00:00,     5,  19,   23,                      737.1,                30.04,        64.3,       2,               0.0  ,                0.0
2023-05-20 00:00:00+00:00,     5,  20,    0,                      543.6,                30.05,        63.1,       1,               0.0  ,                0.0
2023-05-20 01:00:00+00:00,     5,  20,    1,                      374.3,                30.04,        61.4,       0,               0.0  ,                0.0
2023-05-20 02:00:00+00:00,     5,  20,    2,                      169.9,                30.04,        60.7,       0,               0.0  ,                0.0
2023-05-20 03:00:00+00:00,     5,  20,    3,                        7.9,                30.05,        61.1,       0,               0.0  ,                0.0
2023-05-20 04:00:00+00:00,     5,  20,    4,                        0.0,                30.06,        61.1,       0,               0.0  ,                0.0
2023-05-20 05:00:00+00:00,     5,  20,    5,                        0.0,                30.08,        60.9,       0,              80.814,               62.096
2023-05-20 06:00:00+00:00,     5,  20,    6,                        0.0,                30.09,        60.4,       0,             276.911,              251.245
2023-05-20 07:00:00+00:00,     5,  20,    7,                        0.0,                30.08,        60.4,       0,             988.225,              937.354
2023-05-20 08:00:00+00:00,     5,  20,    8,                        0.0,                30.06,        60.2,       0,            1101.546,             1046.66
2023-05-20 09:00:00+00:00,     5,  20,    9,                        0.0,                30.06,        59.8,       0,            1222.241,             1163.078
2023-05-20 10:00:00+00:00,     5,  20,   10,                        0.0,                30.07,        60.0,       0,            1355.365,             1291.485
2023-05-20 11:00:00+00:00,     5,  20,   11,                        0.0,                30.07,        59.8,       0,             743.587,              701.384
2023-05-20 12:00:00+00:00,     5,  20,   12,                        0.0,                30.06,        60.0,       0,            1236.625,             1176.952
2023-05-20 13:00:00+00:00,     5,  20,   13,                        0.2,                30.06,        60.2,       0,             894.746,              847.188
2023-05-20 14:00:00+00:00,     5,  20,   14,                       47.1,                30.07,        60.5,       0,             749.699,              707.28
2023-05-20 15:00:00+00:00,     5,  20,   15,                      164.5,                30.08,        60.9,       1,            1102.876,             1047.942
2023-05-20 16:00:00+00:00,     5,  20,   16,                      332.5,                30.08,        61.3,       2,            1373.538,             1309.014
2023-05-20 17:00:00+00:00,     5,  20,   17,                      497.8,                30.09,        62.5,       3,             656.791,              617.664
2023-05-20 18:00:00+00:00,     5,  20,   18,                      716.6,                30.09,        64.3,       4,             144.527,              123.552
2023-05-20 19:00:00+00:00,     5,  20,   19,                      856.9,                30.09,        64.5,       4,               0.0  ,                0.0
2023-05-20 20:00:00+00:00,     5,  20,   20,                      919.2,                30.08,        66.1,       6,               0.0  ,                0.0
2023-05-20 21:00:00+00:00,     5,  20,   21,                      909.2,                30.08,        66.1,       5,               0.0  ,                0.0
2023-05-20 22:00:00+00:00,     5,  20,   22,                      806.0,                30.07,        65.4,       4,               0.0  ,                0.0
2023-05-20 23:00:00+00:00,     5,  20,   23,                      703.2,                30.07,        63.8,       2,               0.0  ,                0.0
2023-05-21 00:00:00+00:00,     5,  21,    0,                      518.5,                30.06,        62.9,       1,               0.0  ,                0.0
2023-05-21 01:00:00+00:00,     5,  21,    1,                      349.0,                30.06,        61.8,       0,               0.0  ,                0.0
2023-05-21 02:00:00+00:00,     5,  21,    2,                      162.6,                30.06,        61.1,       0,               0.0  ,                0.0
2023-05-21 03:00:00+00:00,     5,  21,    3,                        8.0,                30.06,        61.4,       0,               0.0  ,                0.0
2023-05-21 04:00:00+00:00,     5,  21,    4,                        0.0,                30.06,        61.4,       0,               0.0  ,                0.0
2023-05-21 05:00:00+00:00,     5,  21,    5,                        0.0,                30.07,        61.1,       0,              70.305,               51.959
2023-05-21 06:00:00+00:00,     5,  21,    6,                        0.0,                30.06,        60.7,       0,             323.84 ,              296.51
2023-05-21 07:00:00+00:00,     5,  21,    7,                        0.0,                30.06,        60.7,       0,            1117.538,             1062.085
2023-05-21 08:00:00+00:00,     5,  21,    8,                        0.0,                30.05,        60.5,       0,            2131.602,             2040.216
2023-05-21 09:00:00+00:00,     5,  21,    9,                        0.0,                30.04,        60.5,       0,            2694.514,             2583.182
2023-05-21 10:00:00+00:00,     5,  21,   10,                        0.0,                30.03,        60.2,       0,            1563.574,             1492.317
2023-05-21 11:00:00+00:00,     5,  21,   11,                        0.0,                30.03,        59.8,       0,            1554.758,             1483.813
2023-05-21 12:00:00+00:00,     5,  21,   12,                        0.0,                30.02,        60.0,       0,            1764.698,             1686.313
2023-05-21 13:00:00+00:00,     5,  21,   13,                        0.2,                30.02,        59.8,       0,            2165.563,             2072.974
2023-05-21 14:00:00+00:00,     5,  21,   14,                       44.0,                30.03,        60.2,       0,             809.733,              765.186
2023-05-21 15:00:00+00:00,     5,  21,   15,                      150.3,                30.04,        60.4,       1,            1672.732,             1597.606
2023-05-21 16:00:00+00:00,     5,  21,   16,                      295.3,                30.03,        61.4,       2,            1292.192,             1230.55
2023-05-21 17:00:00+00:00,     5,  21,   17,                      498.9,                30.02,        63.2,       3,             727.416,              685.786
2023-05-21 18:00:00+00:00,     5,  21,   18,                      721.4,                30.01,        66.1,       7,             113.607,               93.727
2023-05-21 19:00:00+00:00,     5,  21,   19,                      883.0,                30.01,        68.5,       9,               0.0  ,                0.0
2023-05-21 20:00:00+00:00,     5,  21,   20,                      946.4,                29.99,        68.3,       9,               0.0  ,                0.0
2023-05-21 21:00:00+00:00,     5,  21,   21,                      871.9,                29.99,        67.7,       8,               0.0  ,                0.0
2023-05-21 22:00:00+00:00,     5,  21,   22,                      786.8,                29.98,        66.3,       5,               0.0  ,                0.0
2023-05-21 23:00:00+00:00,     5,  21,   23,                      662.5,                29.97,        64.7,       2,               0.0  ,                0.0
2023-05-22 00:00:00+00:00,     5,  22,    0,                      489.5,                29.98,        62.3,       1,               0.0  ,                0.0
2023-05-22 01:00:00+00:00,     5,  22,    1,                      319.6,                29.98,        61.1,       0,               0.0  ,                0.0
2023-05-22 02:00:00+00:00,     5,  22,    2,                      146.7,                29.98,        60.7,       0,               0.0  ,                0.0
2023-05-22 03:00:00+00:00,     5,  22,    3,                        6.7,                29.98,        60.5,       0,               0.0  ,                0.0
2023-05-22 04:00:00+00:00,     5,  22,    4,                        0.0,                29.99,        60.7,       0,               0.0  ,                0.0
2023-05-22 05:00:00+00:00,     5,  22,    5,                        0.0,                30.0 ,        60.0,       0,              69.358,               51.047
2023-05-22 06:00:00+00:00,     5,  22,    6,                        0.0,                29.99,        59.8,       0,             562.461,              526.677
2023-05-22 07:00:00+00:00,     5,  22,    7,                        0.0,                29.98,        59.5,       0,            1451.476,             1384.19
2023-05-22 08:00:00+00:00,     5,  22,    8,                        0.0,                29.97,        59.3,       0,            1448.992,             1381.794
2023-05-22 09:00:00+00:00,     5,  22,    9,                        0.0,                29.95,        59.3,       0,            2807.083,             2691.762
2023-05-22 10:00:00+00:00,     5,  22,   10,                        0.0,                29.95,        59.3,       0,            3206.465,             3076.993
2023-05-22 11:00:00+00:00,     5,  22,   11,                        0.0,                29.93,        58.9,       0,            1990.294,             1903.915
2023-05-22 12:00:00+00:00,     5,  22,   12,                        0.0,                29.93,        59.1,       0,            1860.021,             1778.259
2023-05-22 13:00:00+00:00,     5,  22,   13,                        0.2,                29.93,        59.3,       0,            1303.299,             1241.264
2023-05-22 14:00:00+00:00,     5,  22,   14,                       34.2,                29.94,        60.0,       0,            1705.485,             1629.198
2023-05-22 15:00:00+00:00,     5,  22,   15,                      119.8,                29.96,        60.4,       1,            1710.661,             1634.191
2023-05-22 16:00:00+00:00,     5,  22,   16,                      257.2,                29.96,        60.9,       2,             671.13 ,              631.495
2023-05-22 17:00:00+00:00,     5,  22,   17,                      411.9,                29.96,        61.6,       3,             614.357,              576.733
2023-05-22 18:00:00+00:00,     5,  22,   18,                      546.9,                29.96,        62.2,       4,             141.541,              120.671
2023-05-22 19:00:00+00:00,     5,  22,   19,                      647.2,                29.97,        61.3,       2,               0.0  ,                0.0
2023-05-22 20:00:00+00:00,     5,  22,   20,                      725.3,                29.96,        61.1,       2,               0.0  ,                0.0
