validTimeUtc             , Month, Day, Hour, globalHorizontalIrradiance, pressureMeanSeaLevel, temperature, uvIndex, DC Array Output (W), AC System Output (W)
2023-06-15 07:00:00+00:00,     6,  15,    7,                        0.0,                29.94,        62.0,       0,             650.16 ,              611.268
2023-06-15 08:00:00+00:00,     6,  15,    8,                        0.0,                29.93,        61.6,       0,             415.847,              385.258
2023-06-15 09:00:00+00:00,     6,  15,    9,                        0.0,                29.93,        61.4,       0,            1141.294,             1084.999
2023-06-15 10:00:00+00:00,     6,  15,   10,                        0.0,                29.93,        61.3,       0,            1747.835,             1670.048
2023-06-15 11:00:00+00:00,     6,  15,   11,                        0.0,                29.92,        61.1,       0,             641.227,              602.652
2023-06-15 12:00:00+00:00,     6,  15,   12,                        0.0,                29.93,        60.2,       0,             817.946,              773.109
2023-06-15 13:00:00+00:00,     6,  15,   13,                        0.8,                29.94,        59.6,       0,            1879.455,             1797.004
2023-06-15 14:00:00+00:00,     6,  15,   14,                       36.8,                29.94,        59.5,       0,            1728.323,             1651.228
2023-06-15 15:00:00+00:00,     6,  15,   15,                      120.2,                29.95,        60.4,       1,             223.874,              200.087
2023-06-15 16:00:00+00:00,     6,  15,   16,                      248.3,                29.95,        61.8,       2,             120.227,              100.112
2023-06-15 17:00:00+00:00,     6,  15,   17,                      386.9,                29.96,        63.8,       3,              98.014,               78.687
2023-06-15 18:00:00+00:00,     6,  15,   18,                      629.3,                29.96,        64.0,       4,             110.118,               90.362
2023-06-15 19:00:00+00:00,     6,  15,   19,                      913.2,                29.95,        67.0,       8,               0.0  ,                0.0
2023-06-15 20:00:00+00:00,     6,  15,   20,                      967.8,                29.94,        68.8,      10,               0.0  ,                0.0
2023-06-15 21:00:00+00:00,     6,  15,   21,                      970.4,                29.94,        68.6,       9,               0.0  ,                0.0
2023-06-15 22:00:00+00:00,     6,  15,   22,                      907.3,                29.92,        69.4,       6,               0.0  ,                0.0
2023-06-15 23:00:00+00:00,     6,  15,   23,                      780.0,                29.91,        68.8,       3,               0.0  ,                0.0
2023-06-16 00:00:00+00:00,     6,  16,    0,                      620.8,                29.9 ,        67.7,       2,               0.0  ,                0.0
2023-06-16 01:00:00+00:00,     6,  16,    1,                      422.7,                29.9 ,        67.0,       1,               0.0  ,                0.0
2023-06-16 02:00:00+00:00,     6,  16,    2,                      218.7,                29.91,        64.9,       0,               0.0  ,                0.0
2023-06-16 03:00:00+00:00,     6,  16,    3,                       15.8,                29.91,        62.7,       0,               0.0  ,                0.0
2023-06-16 04:00:00+00:00,     6,  16,    4,                        0.0,                29.93,        62.3,       0,               0.0  ,                0.0
2023-06-16 05:00:00+00:00,     6,  16,    5,                        0.0,                29.95,        62.3,       0,              77.726,               59.118
2023-06-16 06:00:00+00:00,     6,  16,    6,                        0.0,                29.96,        62.2,       0,             464.244,              431.94
2023-06-16 07:00:00+00:00,     6,  16,    7,                        0.0,                29.96,        62.3,       0,             452.366,              420.483
2023-06-16 08:00:00+00:00,     6,  16,    8,                        0.0,                29.96,        62.3,       0,            1322.951,             1260.219
2023-06-16 09:00:00+00:00,     6,  16,    9,                        0.0,                29.94,        62.3,       0,            1393.035,             1327.82
2023-06-16 10:00:00+00:00,     6,  16,   10,                        0.0,                29.94,        62.5,       0,            1633.248,             1559.521
2023-06-16 11:00:00+00:00,     6,  16,   11,                        0.0,                29.95,        62.3,       0,            1001.126,              949.798
2023-06-16 12:00:00+00:00,     6,  16,   12,                        0.0,                29.95,        62.3,       0,            1238.876,             1179.123
2023-06-16 13:00:00+00:00,     6,  16,   13,                        0.8,                29.96,        62.5,       0,            1496.839,             1427.946
2023-06-16 14:00:00+00:00,     6,  16,   14,                       35.8,                29.97,        63.4,       0,            1916.394,             1832.635
2023-06-16 15:00:00+00:00,     6,  16,   15,                      134.6,                29.98,        64.1,       1,            1613.438,             1540.413
2023-06-16 16:00:00+00:00,     6,  16,   16,                      301.7,                29.99,        65.6,       3,            1401.36 ,             1335.85
2023-06-16 17:00:00+00:00,     6,  16,   17,                      518.2,                29.98,        68.6,       7,             730.58 ,              688.838
2023-06-16 18:00:00+00:00,     6,  16,   18,                      789.8,                29.97,        70.4,       9,             199.83 ,              176.895
2023-06-16 19:00:00+00:00,     6,  16,   19,                      932.6,                29.96,        70.8,      11,               0.0  ,                0.0
2023-06-16 20:00:00+00:00,     6,  16,   20,                     1000.1,                29.97,        70.6,      10,               0.0  ,                0.0
2023-06-16 21:00:00+00:00,     6,  16,   21,                      985.4,                29.96,        70.3,       9,               0.0  ,                0.0
2023-06-16 22:00:00+00:00,     6,  16,   22,                      918.6,                29.96,        70.1,       7,               0.0  ,                0.0
2023-06-16 23:00:00+00:00,     6,  16,   23,                      782.9,                29.96,        69.7,       4,               0.0  ,                0.0
2023-06-17 00:00:00+00:00,     6,  17,    0,                      606.9,                29.95,        69.4,       2,               0.0  ,                0.0
2023-06-17 01:00:00+00:00,     6,  17,    1,                      407.1,                29.95,        68.6,       1,               0.0  ,                0.0
2023-06-17 02:00:00+00:00,     6,  17,    2,                      206.5,                29.97,        64.9,       0,               0.0  ,                0.0
2023-06-17 03:00:00+00:00,     6,  17,    3,                       13.4,                29.98,        63.4,       0,               0.0  ,                0.0
2023-06-17 04:00:00+00:00,     6,  17,    4,                        0.0,                29.99,        63.1,       0,               0.0  ,                0.0
2023-06-17 05:00:00+00:00,     6,  17,    5,                        0.0,                30.0 ,        62.5,       0,              90.636,               71.57
2023-06-17 06:00:00+00:00,     6,  17,    6,                        0.0,                30.01,        62.7,       0,             375.032,              345.889
2023-06-17 07:00:00+00:00,     6,  17,    7,                        0.0,                30.0 ,        62.7,       0,             867.966,              821.356
2023-06-17 08:00:00+00:00,     6,  17,    8,                        0.0,                29.99,        62.7,       0,            1109.338,             1054.175
2023-06-17 09:00:00+00:00,     6,  17,    9,                        0.0,                29.98,        62.7,       0,            1768.567,             1690.045
2023-06-17 10:00:00+00:00,     6,  17,   10,                        0.0,                29.97,        62.5,       0,            1757.467,             1679.338
2023-06-17 11:00:00+00:00,     6,  17,   11,                        0.0,                29.96,        62.3,       0,            1186.476,             1128.58
2023-06-17 12:00:00+00:00,     6,  17,   12,                        0.0,                29.96,        62.2,       0,            1240.855,             1181.032
2023-06-17 13:00:00+00:00,     6,  17,   13,                        1.2,                29.98,        62.2,       0,            1521.293,             1451.533
2023-06-17 14:00:00+00:00,     6,  17,   14,                       70.3,                29.98,        62.5,       0,            1596.515,             1524.09
2023-06-17 15:00:00+00:00,     6,  17,   15,                      222.2,                29.98,        63.4,       1,            1547.78 ,             1477.081
2023-06-17 16:00:00+00:00,     6,  17,   16,                      409.5,                29.98,        64.7,       3,            1275.356,             1214.311
2023-06-17 17:00:00+00:00,     6,  17,   17,                      617.7,                29.97,        66.8,       6,             600.321,              563.195
2023-06-17 18:00:00+00:00,     6,  17,   18,                      777.8,                29.97,        69.9,       9,             183.272,              160.923
2023-06-17 19:00:00+00:00,     6,  17,   19,                      909.1,                29.96,        71.2,      11,               0.0  ,                0.0
2023-06-17 20:00:00+00:00,     6,  17,   20,                      956.0,                29.96,        71.2,      11,               0.0  ,                0.0
2023-06-17 21:00:00+00:00,     6,  17,   21,                      944.5,                29.94,        70.8,       9,               0.0  ,                0.0
2023-06-17 22:00:00+00:00,     6,  17,   22,                      879.8,                29.94,        70.4,       7,               0.0  ,                0.0
2023-06-17 23:00:00+00:00,     6,  17,   23,                      755.6,                29.94,        69.4,       4,               0.0  ,                0.0
2023-06-18 00:00:00+00:00,     6,  18,    0,                      584.8,                29.94,        67.7,       2,               0.0  ,                0.0
2023-06-18 01:00:00+00:00,     6,  18,    1,                      395.6,                29.94,        66.3,       1,               0.0  ,                0.0
2023-06-18 02:00:00+00:00,     6,  18,    2,                      205.0,                29.95,        64.3,       0,               0.0  ,                0.0
2023-06-18 03:00:00+00:00,     6,  18,    3,                       12.6,                29.95,        63.1,       0,               0.0  ,                0.0
2023-06-18 04:00:00+00:00,     6,  18,    4,                        0.0,                29.96,        62.7,       0,               0.0  ,                0.0
2023-06-18 05:00:00+00:00,     6,  18,    5,                        0.0,                29.97,        62.5,       0,              79.205,               60.544
2023-06-18 06:00:00+00:00,     6,  18,    6,                        0.0,                29.97,        61.8,       0,             498.709,              465.184
2023-06-18 07:00:00+00:00,     6,  18,    7,                        0.0,                29.96,        61.8,       0,            1054.35 ,             1001.136
2023-06-18 08:00:00+00:00,     6,  18,    8,                        0.0,                29.95,        61.8,       0,            1739.567,             1662.073
2023-06-18 09:00:00+00:00,     6,  18,    9,                        0.0,                29.93,        61.8,       0,            2248.598,             2153.067
2023-06-18 10:00:00+00:00,     6,  18,   10,                        0.0,                29.92,        61.6,       0,            2811.49 ,             2696.014
2023-06-18 11:00:00+00:00,     6,  18,   11,                        0.0,                29.92,        61.4,       0,            2979.834,             2858.392
2023-06-18 12:00:00+00:00,     6,  18,   12,                        0.0,                29.92,        60.7,       0,            2967.45 ,             2846.448
2023-06-18 13:00:00+00:00,     6,  18,   13,                        0.8,                29.93,        60.7,       0,            2804.957,             2689.712
2023-06-18 14:00:00+00:00,     6,  18,   14,                       53.8,                29.94,        61.3,       0,            2508.551,             2403.809
2023-06-18 15:00:00+00:00,     6,  18,   15,                      165.9,                29.95,        62.0,       1,            2081.27 ,             1991.668
2023-06-18 16:00:00+00:00,     6,  18,   16,                      331.7,                29.95,        63.4,       2,            1070.944,             1017.142
2023-06-18 17:00:00+00:00,     6,  18,   17,                      523.6,                29.94,        65.8,       4,             416.292,              385.686
2023-06-18 18:00:00+00:00,     6,  18,   18,                      694.0,                29.94,        67.6,       7,             189.886,              167.304
2023-06-18 19:00:00+00:00,     6,  18,   19,                      902.7,                29.95,        68.1,      11,               0.0  ,                0.0
2023-06-18 20:00:00+00:00,     6,  18,   20,                      975.1,                29.95,        68.1,      10,               0.0  ,                0.0
2023-06-18 21:00:00+00:00,     6,  18,   21,                      914.7,                29.94,        68.6,       7,               0.0  ,                0.0
2023-06-18 22:00:00+00:00,     6,  18,   22,                      849.9,                29.93,        67.2,       6,               0.0  ,                0.0
2023-06-18 23:00:00+00:00,     6,  18,   23,                      716.4,                29.92,        66.5,       4,               0.0  ,                0.0
2023-06-19 00:00:00+00:00,     6,  19,    0,                      565.0,                29.91,        67.0,       2,               0.0  ,                0.0
2023-06-19 01:00:00+00:00,     6,  19,    1,                      402.6,                29.9 ,        66.1,       1,               0.0  ,                0.0
2023-06-19 02:00:00+00:00,     6,  19,    2,                      216.4,                29.9 ,        64.1,       0,               0.0  ,                0.0
2023-06-19 03:00:00+00:00,     6,  19,    3,                       13.9,                29.91,        61.6,       0,               0.0  ,                0.0
2023-06-19 04:00:00+00:00,     6,  19,    4,                        0.0,                29.91,        60.5,       0,               0.0  ,                0.0
2023-06-19 05:00:00+00:00,     6,  19,    5,                        0.0,                29.92,        60.7,       0,              90.564,               71.501
2023-06-19 06:00:00+00:00,     6,  19,    6,                        0.0,                29.93,        60.9,       0,             495.263,              461.86
2023-06-19 07:00:00+00:00,     6,  19,    7,                        0.0,                29.94,        60.9,       0,            1225.628,             1166.345
2023-06-19 08:00:00+00:00,     6,  19,    8,                        0.0,                29.93,        60.9,       0,            1865.744,             1783.779
2023-06-19 09:00:00+00:00,     6,  19,    9,                        0.0,                29.92,        60.9,       0,            2146.608,             2054.691
2023-06-19 10:00:00+00:00,     6,  19,   10,                        0.0,                29.92,        61.1,       0,            2490.231,             2386.138
2023-06-19 11:00:00+00:00,     6,  19,   11,                        0.0,                29.92,        60.9,       0,            2477.244,             2373.611
2023-06-19 12:00:00+00:00,     6,  19,   12,                        0.0,                29.93,        60.5,       0,            2250.924,             2155.31
2023-06-19 13:00:00+00:00,     6,  19,   13,                        0.9,                29.94,        60.9,       0,            2795.882,             2680.958
2023-06-19 14:00:00+00:00,     6,  19,   14,                       57.8,                29.95,        61.6,       0,            2509.555,             2404.777
2023-06-19 15:00:00+00:00,     6,  19,   15,                      187.1,                29.97,        62.2,       0,            2063.392,             1974.423
2023-06-19 16:00:00+00:00,     6,  19,   16,                      312.9,                29.99,        63.1,       2,            1330.295,             1267.304
2023-06-19 17:00:00+00:00,     6,  19,   17,                      470.4,                29.99,        64.1,       3,             635.6  ,              597.224
2023-06-19 18:00:00+00:00,     6,  19,   18,                      648.8,                29.99,        64.7,       4,             161.381,              139.809
2023-06-19 19:00:00+00:00,     6,  19,   19,                      810.8,                29.99,        67.7,       8,               0.0  ,                0.0
2023-06-19 20:00:00+00:00,     6,  19,   20,                      915.5,                29.98,        69.7,      11,               0.0  ,                0.0
2023-06-19 21:00:00+00:00,     6,  19,   21,                      927.3,                29.96,        70.1,       9,               0.0  ,                0.0
2023-06-19 22:00:00+00:00,     6,  19,   22,                      841.7,                29.96,        70.1,       7,               0.0  ,                0.0
2023-06-19 23:00:00+00:00,     6,  19,   23,                      746.4,                29.96,        69.4,       4,               0.0  ,                0.0
2023-06-20 00:00:00+00:00,     6,  20,    0,                      602.9,                29.95,        69.0,       2,               0.0  ,                0.0
2023-06-20 01:00:00+00:00,     6,  20,    1,                      417.5,                29.96,        67.7,       1,               0.0  ,                0.0
2023-06-20 02:00:00+00:00,     6,  20,    2,                      210.7,                29.97,        66.3,       0,               0.0  ,                0.0
2023-06-20 03:00:00+00:00,     6,  20,    3,                       13.8,                29.97,        63.8,       0,               0.0  ,                0.0
2023-06-20 04:00:00+00:00,     6,  20,    4,                        0.0,                29.98,        62.7,       0,               0.0  ,                0.0
2023-06-20 05:00:00+00:00,     6,  20,    5,                        0.0,                30.0 ,        62.2,       0,              82.742,               63.956
2023-06-20 06:00:00+00:00,     6,  20,    6,                        0.0,                30.0 ,        61.1,       0,             487.409,              454.283
2023-06-20 07:00:00+00:00,     6,  20,    7,                        0.0,                30.0 ,        60.4,       0,            1246.6  ,             1186.574
2023-06-20 08:00:00+00:00,     6,  20,    8,                        0.0,                29.98,        60.4,       0,            1938.844,             1854.289
2023-06-20 09:00:00+00:00,     6,  20,    9,                        0.0,                29.98,        59.6,       0,            2461.956,             2358.865
2023-06-20 10:00:00+00:00,     6,  20,   10,                        0.0,                29.97,        58.9,       0,            2793.717,             2678.87
2023-06-20 11:00:00+00:00,     6,  20,   11,                        0.0,                29.97,        58.9,       0,            2957.863,             2837.2
2023-06-20 12:00:00+00:00,     6,  20,   12,                        0.0,                29.97,        59.6,       0,            2973.929,             2852.697
2023-06-20 13:00:00+00:00,     6,  20,   13,                        1.4,                29.99,        60.9,       0,            1886.962,             1804.245
2023-06-20 14:00:00+00:00,     6,  20,   14,                       80.4,                30.0 ,        61.8,       0,            2525.731,             2420.38
2023-06-20 15:00:00+00:00,     6,  20,   15,                      251.1,                30.01,        63.6,       2,            2058.418,             1969.626
2023-06-20 16:00:00+00:00,     6,  20,   16,                      462.7,                30.01,        67.2,       4,            1465.352,             1397.575
2023-06-20 17:00:00+00:00,     6,  20,   17,                      681.3,                30.01,        69.2,       7,             748.191,              705.825
2023-06-20 18:00:00+00:00,     6,  20,   18,                      819.5,                30.01,        70.4,       9,             197.14 ,              174.3
2023-06-20 19:00:00+00:00,     6,  20,   19,                      939.2,                30.01,        71.2,      11,               0.0  ,                0.0
2023-06-20 20:00:00+00:00,     6,  20,   20,                      989.5,                30.01,        71.3,      11,               0.0  ,                0.0
2023-06-20 21:00:00+00:00,     6,  20,   21,                      985.6,                30.01,        71.7,       9,               0.0  ,                0.0
2023-06-20 22:00:00+00:00,     6,  20,   22,                      909.8,                30.0 ,        71.7,       7,               0.0  ,                0.0
2023-06-20 23:00:00+00:00,     6,  20,   23,                      789.9,                29.99,        71.5,       4,               0.0  ,                0.0
2023-06-21 00:00:00+00:00,     6,  21,    0,                      619.0,                29.98,        70.4,       2,               0.0  ,                0.0
2023-06-21 01:00:00+00:00,     6,  21,    1,                      420.1,                29.98,        68.6,       1,               0.0  ,                0.0
2023-06-21 02:00:00+00:00,     6,  21,    2,                      219.6,                29.99,        66.5,       0,               0.0  ,                0.0
2023-06-21 03:00:00+00:00,     6,  21,    3,                       13.8,                29.99,        64.5,       0,               0.0  ,                0.0
2023-06-21 04:00:00+00:00,     6,  21,    4,                        0.0,                29.99,        62.9,       0,               0.0  ,                0.0
2023-06-21 05:00:00+00:00,     6,  21,    5,                        0.0,                30.0 ,        62.2,       0,              93.021,               73.871
2023-06-21 06:00:00+00:00,     6,  21,    6,                        0.0,                30.0 ,        62.0,       0,             318.741,              291.592
2023-06-21 07:00:00+00:00,     6,  21,    7,                        0.0,                30.0 ,        60.2,       0,             925.717,              877.061
2023-06-21 08:00:00+00:00,     6,  21,    8,                        0.0,                29.98,        58.6,       0,            1416.452,             1350.407
2023-06-21 09:00:00+00:00,     6,  21,    9,                        0.0,                29.98,        58.2,       0,            2313.385,             2215.558
2023-06-21 10:00:00+00:00,     6,  21,   10,                        0.0,                29.98,        58.7,       0,            2685.997,             2574.968
2023-06-21 11:00:00+00:00,     6,  21,   11,                        0.0,                29.97,        58.0,       0,            2889.574,             2771.331
2023-06-21 12:00:00+00:00,     6,  21,   12,                        0.0,                29.97,        58.2,       0,            2913.58 ,             2794.486
2023-06-21 13:00:00+00:00,     6,  21,   13,                        1.1,                29.98,        58.2,       0,            2772.163,             2658.08
2023-06-21 14:00:00+00:00,     6,  21,   14,                       66.0,                29.99,        59.1,       1,            2459.617,             2356.609
2023-06-21 15:00:00+00:00,     6,  21,   15,                      224.1,                29.99,        61.6,       2,            1999.011,             1912.324
2023-06-21 16:00:00+00:00,     6,  21,   16,                      419.1,                29.98,        65.2,       4,            1419.238,             1353.094
2023-06-21 17:00:00+00:00,     6,  21,   17,                      650.1,                29.98,        67.7,       7,             734.816,              692.925
2023-06-21 18:00:00+00:00,     6,  21,   18,                      853.0,                29.98,        70.8,       9,             201.663,              178.663
2023-06-21 19:00:00+00:00,     6,  21,   19,                      957.5,                29.98,        70.8,      11,               0.0  ,                0.0
2023-06-21 20:00:00+00:00,     6,  21,   20,                     1006.8,                29.98,        71.2,      11,               0.0  ,                0.0
2023-06-21 21:00:00+00:00,     6,  21,   21,                      978.3,                29.97,        71.9,       9,               0.0  ,                0.0
2023-06-21 22:00:00+00:00,     6,  21,   22,                      906.5,                29.97,        71.9,       7,               0.0  ,                0.0
2023-06-21 23:00:00+00:00,     6,  21,   23,                      806.4,                29.96,        71.2,       4,               0.0  ,                0.0
2023-06-22 00:00:00+00:00,     6,  22,    0,                      646.5,                29.96,        70.3,       2,               0.0  ,                0.0
2023-06-22 01:00:00+00:00,     6,  22,    1,                      447.2,                29.94,        69.0,       1,               0.0  ,                0.0
2023-06-22 02:00:00+00:00,     6,  22,    2,                      229.5,                29.95,        67.0,       0,               0.0  ,                0.0
2023-06-22 03:00:00+00:00,     6,  22,    3,                       17.9,                29.95,        64.3,       0,               0.0  ,                0.0
2023-06-22 04:00:00+00:00,     6,  22,    4,                        0.0,                29.96,        62.5,       0,               0.0  ,                0.0
2023-06-22 05:00:00+00:00,     6,  22,    5,                        0.0,                29.97,        62.3,       0,             103.949,               84.411
2023-06-22 06:00:00+00:00,     6,  22,    6,                        0.0,                29.97,        61.4,       0,             490.174,              456.951
2023-06-22 07:00:00+00:00,     6,  22,    7,                        0.0,                29.96,        60.4,       0,            1169.419,             1112.127
2023-06-22 08:00:00+00:00,     6,  22,    8,                        0.0,                29.95,        59.5,       0,            1017.084,              965.19
2023-06-22 09:00:00+00:00,     6,  22,    9,                        0.0,                29.95,        59.1,       0,            2345.678,             2246.707
2023-06-22 10:00:00+00:00,     6,  22,   10,                        0.0,                29.95,        60.0,       0,            2686.852,             2575.792
2023-06-22 11:00:00+00:00,     6,  22,   11,                        0.0,                29.94,        60.5,       0,            2867.408,             2749.95
2023-06-22 12:00:00+00:00,     6,  22,   12,                        0.0,                29.95,        60.5,       0,            2690.565,             2579.374
2023-06-22 13:00:00+00:00,     6,  22,   13,                        0.9,                29.96,        60.7,       0,            2793.546,             2678.705
2023-06-22 14:00:00+00:00,     6,  22,   14,                       55.8,                29.97,        60.9,       0,            2355.451,             2256.134
2023-06-22 15:00:00+00:00,     6,  22,   15,                      165.2,                29.99,        61.6,       1,            1663.165,             1588.379
2023-06-22 16:00:00+00:00,     6,  22,   16,                      295.6,                30.0 ,        62.0,       2,            1077.926,             1023.876
2023-06-22 17:00:00+00:00,     6,  22,   17,                      429.0,                30.0 ,        62.9,       4,             584.569,              548.001
2023-06-22 18:00:00+00:00,     6,  22,   18,                      605.4,                30.01,        65.2,       8,             205.645,              182.504
2023-06-22 19:00:00+00:00,     6,  22,   19,                      755.7,                30.0 ,        66.7,      11,               0.0  ,                0.0
2023-06-22 20:00:00+00:00,     6,  22,   20,                      862.1,                30.0 ,        67.2,      11,               0.0  ,                0.0
2023-06-22 21:00:00+00:00,     6,  22,   21,                      944.0,                29.99,        66.7,       9,               0.0  ,                0.0
2023-06-22 22:00:00+00:00,     6,  22,   22,                      903.5,                29.99,        66.5,       7,               0.0  ,                0.0
2023-06-22 23:00:00+00:00,     6,  22,   23,                      825.0,                29.99,        65.8,       4,               0.0  ,                0.0
2023-06-23 00:00:00+00:00,     6,  23,    0,                      636.4,                29.99,        65.2,       2,               0.0  ,                0.0
2023-06-23 01:00:00+00:00,     6,  23,    1,                      392.5,                29.99,        63.8,       1,               0.0  ,                0.0
2023-06-23 02:00:00+00:00,     6,  23,    2,                      200.2,                29.99,        62.0,       0,               0.0  ,                0.0
2023-06-23 03:00:00+00:00,     6,  23,    3,                       17.4,                30.0 ,        61.1,       0,               0.0  ,                0.0
2023-06-23 04:00:00+00:00,     6,  23,    4,                        0.0,                30.01,        60.4,       0,               0.0  ,                0.0
2023-06-23 05:00:00+00:00,     6,  23,    5,                        0.0,                30.02,        60.5,       0,             100.26 ,               80.853
2023-06-23 06:00:00+00:00,     6,  23,    6,                        0.0,                30.02,        61.1,       0,             484.44 ,              451.42
2023-06-23 07:00:00+00:00,     6,  23,    7,                        0.0,                30.02,        60.9,       0,            1190.223,             1132.194
2023-06-23 08:00:00+00:00,     6,  23,    8,                        0.0,                30.01,        60.2,       0,            1844.265,             1763.062
2023-06-23 09:00:00+00:00,     6,  23,    9,                        0.0,                30.01,        59.1,       0,            2358.313,             2258.894
2023-06-23 10:00:00+00:00,     6,  23,   10,                        0.0,                30.01,        58.9,       0,            2712.085,             2600.131
2023-06-23 11:00:00+00:00,     6,  23,   11,                        0.0,                30.02,        58.4,       0,            2898.137,             2779.59
2023-06-23 12:00:00+00:00,     6,  23,   12,                        0.0,                30.03,        57.8,       0,            2638.136,             2528.802
2023-06-23 13:00:00+00:00,     6,  23,   13,                        0.9,                30.05,        57.8,       0,            1605.886,             1533.129
2023-06-23 14:00:00+00:00,     6,  23,   14,                       56.0,                30.05,        60.4,       1,             343.453,              315.429
2023-06-23 15:00:00+00:00,     6,  23,   15,                      208.2,                30.06,        62.9,       2,             126.264,              105.935
2023-06-23 16:00:00+00:00,     6,  23,   16,                      434.3,                30.07,        65.2,       4,             337.877,              310.05
2023-06-23 17:00:00+00:00,     6,  23,   17,                      651.5,                30.06,        67.0,       7,             406.59 ,              376.329
2023-06-23 18:00:00+00:00,     6,  23,   18,                      850.9,                30.05,        68.1,       9,             193.812,              171.09
2023-06-23 19:00:00+00:00,     6,  23,   19,                      981.2,                30.03,        68.5,      10,               0.0  ,                0.0
2023-06-23 20:00:00+00:00,     6,  23,   20,                     1040.1,                30.02,        68.6,      11,               0.0  ,                0.0
2023-06-23 21:00:00+00:00,     6,  23,   21,                     1033.9,                30.01,        69.4,       9,               0.0  ,                0.0
2023-06-23 22:00:00+00:00,     6,  23,   22,                      964.0,                30.01,        68.6,       7,               0.0  ,                0.0
2023-06-23 23:00:00+00:00,     6,  23,   23,                      838.2,                30.0 ,        68.1,       4,               0.0  ,                0.0
2023-06-24 00:00:00+00:00,     6,  24,    0,                      665.0,                30.0 ,        67.2,       2,               0.0  ,                0.0
2023-06-24 01:00:00+00:00,     6,  24,    1,                      458.2,                29.99,        66.3,       1,               0.0  ,                0.0
2023-06-24 02:00:00+00:00,     6,  24,    2,                      245.0,                29.99,        64.5,       0,               0.0  ,                0.0
2023-06-24 03:00:00+00:00,     6,  24,    3,                       18.9,                30.0 ,        62.5,       0,               0.0  ,                0.0
2023-06-24 04:00:00+00:00,     6,  24,    4,                        0.0,                30.02,        61.6,       0,               0.0  ,                0.0
2023-06-24 05:00:00+00:00,     6,  24,    5,                        0.0,                30.03,        61.4,       0,              92.227,               73.105
2023-06-24 06:00:00+00:00,     6,  24,    6,                        0.0,                30.03,        61.4,       0,             482.45 ,              449.501
2023-06-24 07:00:00+00:00,     6,  24,    7,                        0.0,                30.03,        60.9,       0,            1011.306,              959.617
2023-06-24 08:00:00+00:00,     6,  24,    8,                        0.0,                30.01,        60.2,       0,            1860.883,             1779.09
2023-06-24 09:00:00+00:00,     6,  24,    9,                        0.0,                30.01,        58.2,       0,             386.915,              357.351
2023-06-24 10:00:00+00:00,     6,  24,   10,                        0.0,                30.0 ,        56.9,       0,            2201.965,             2108.086
2023-06-24 11:00:00+00:00,     6,  24,   11,                        0.0,                30.01,        56.2,       0,            1576.37 ,             1504.659
2023-06-24 12:00:00+00:00,     6,  24,   12,                        0.0,                30.01,        56.4,       0,            2516.763,             2411.729
2023-06-24 13:00:00+00:00,     6,  24,   13,                        1.0,                30.02,        58.2,       0,            1493.63 ,             1424.85
2023-06-24 14:00:00+00:00,     6,  24,   14,                       61.8,                30.04,        60.5,       0,            1234.704,             1175.099
2023-06-24 15:00:00+00:00,     6,  24,   15,                      178.5,                30.05,        62.3,       1,            1579.851,             1508.016
2023-06-24 16:00:00+00:00,     6,  24,   16,                      317.7,                30.07,        63.6,       2,            1391.41 ,             1326.252
2023-06-24 17:00:00+00:00,     6,  24,   17,                      489.0,                30.06,        65.6,       4,             642.062,              603.457
2023-06-24 18:00:00+00:00,     6,  24,   18,                      641.4,                30.05,        68.6,       9,             205.765,              182.62
2023-06-24 19:00:00+00:00,     6,  24,   19,                      914.5,                30.05,        69.5,      10,               0.0  ,                0.0
2023-06-24 20:00:00+00:00,     6,  24,   20,                     1035.3,                30.04,        69.2,      11,               0.0  ,                0.0
2023-06-24 21:00:00+00:00,     6,  24,   21,                     1023.4,                30.03,        69.4,       9,               0.0  ,                0.0
2023-06-24 22:00:00+00:00,     6,  24,   22,                      962.1,                30.02,        69.7,       7,               0.0  ,                0.0
2023-06-24 23:00:00+00:00,     6,  24,   23,                      835.7,                30.01,        69.0,       4,               0.0  ,                0.0
2023-06-25 00:00:00+00:00,     6,  25,    0,                      657.1,                30.02,        67.2,       2,               0.0  ,                0.0
2023-06-25 01:00:00+00:00,     6,  25,    1,                      447.4,                30.03,        65.2,       1,               0.0  ,                0.0
2023-06-25 02:00:00+00:00,     6,  25,    2,                      218.0,                30.04,        64.0,       0,               0.0  ,                0.0
2023-06-25 03:00:00+00:00,     6,  25,    3,                       14.6,                30.03,        62.3,       0,               0.0  ,                0.0
2023-06-25 04:00:00+00:00,     6,  25,    4,                        0.0,                30.05,        61.1,       0,               0.0  ,                0.0
2023-06-25 05:00:00+00:00,     6,  25,    5,                        0.0,                30.06,        59.5,       0,              90.267,               71.214
2023-06-25 06:00:00+00:00,     6,  25,    6,                        0.0,                30.06,        59.3,       0,             422.802,              391.966
2023-06-25 07:00:00+00:00,     6,  25,    7,                        0.0,                30.07,        59.5,       0,             836.9  ,              791.391
2023-06-25 08:00:00+00:00,     6,  25,    8,                        0.0,                30.06,        60.0,       0,            1403.937,             1338.335
2023-06-25 09:00:00+00:00,     6,  25,    9,                        0.0,                30.06,        60.5,       0,            1877.745,             1795.355
2023-06-25 10:00:00+00:00,     6,  25,   10,                        0.0,                30.05,        60.7,       0,            2291.049,             2194.013
